Codi,Data(TU),Hora(TU),Lat(°),Lon(°),Prof.(km),Mag,Tipus Mag,Regió,Àrea,Font,Codi
86462,2021-07-21,00:36:33.8,41.77 N,2.79 E,10,0.3,Ml,Selva,Local,ICGC,86462
86460,2021-07-21,00:35:10.1,41.78 N,2.78 E,10,0.2,Ml,Selva,Local,ICGC,86460
86461,2021-07-21,00:34:52.3,41.82 N,2.71 E,2,0.2,Ml,Selva,Local,ICGC,86461
86459,2021-07-20,17:08:44.9,42.24 N,3.16 E,9,0.4,Ml,Costa Alt Empordà,Local,ICGC,86459
86458,2021-07-20,16:56:24.9,42.57 N,1.04 E,9,0.3,Ml,Pallars Sobirà,Local,ICGC,86458
86443,2021-07-19,20:53:45.7,42.66 N,0.55 E,0,0.8,Ml,Huesca,Local,ICGC,86443
86438,2021-07-18,17:48:25.0,42.51 N,1.43 E,6,-0.0,Ml,Alt Urgell,Local,ICGC,86438
86436,2021-07-18,02:21:29.6,42.26 N,1.46 E,0,-0.3,Ml,Alt Urgell,Local,ICGC,86436
86434,2021-07-17,17:54:26.5,42.58 N,0.90 E,5,0.1,Ml,Alta Ribagorça,Local,ICGC,86434
86430,2021-07-17,01:18:11.6,42.51 N,1.43 E,7,-0.6,Ml,Alt Urgell,Local,ICGC,86430
86429,2021-07-16,18:38:10.7,42.47 N,0.46 E,0,1.0,Ml,Huesca,Local,ICGC,86429
86428,2021-07-16,17:01:37.6,42.43 N,0.96 E,1,0.1,Ml,Pallars Jussà,Local,ICGC,86428
86420,2021-07-16,02:15:49.8,42.25 N,2.42 E,4,0.4,Ml,Garrotxa,Local,ICGC,86420
86419,2021-07-16,00:45:23.0,42.52 N,1.41 E,2,-0.7,Ml,Alt Urgell,Local,ICGC,86419
86416,2021-07-14,21:18:26.5,42.60 N,0.84 E,5,-0.1,Ml,Alta Ribagorça,Local,ICGC,86416
86409,2021-07-14,10:30:12.2,41.70 N,2.89 E,1,0.6,Ml,Costa Selva,Local,ICGC,86409
86404,2021-07-14,09:14:11.1,42.40 N,1.82 E,7,0.8,Ml,Cerdanya,Local,ICGC,86404
86407,2021-07-14,05:05:38.7,41.88 N,2.73 E,2,0.1,Ml,Selva,Local,ICGC,86407
86406,2021-07-14,00:42:24.1,41.80 N,2.84 E,17,-0.3,Ml,Selva,Local,ICGC,86406
86401,2021-07-12,17:05:13.9,42.48 N,1.47 E,8,-0.1,Ml,Andorra,Local,ICGC,86401
86400,2021-07-12,16:38:46.3,42.51 N,1.43 E,3,0.2,Ml,Alt Urgell,Local,ICGC,86400
86399,2021-07-12,10:37:37.5,42.55 N,1.01 E,3,-0.1,Ml,Pallars Sobirà,Local,ICGC,86399
86386,2021-07-11,15:47:44.8,42.42 N,2.23 E,2,-0.2,Ml,Ripollès,Local,ICGC,86386
86385,2021-07-11,11:26:39.8,42.27 N,2.05 E,1,-0.1,Ml,Ripollès,Local,ICGC,86385
86383,2021-07-11,02:15:57.4,41.85 N,2.66 E,9,-0.3,Ml,Selva,Local,ICGC,86383
86381,2021-07-09,23:19:09.3,41.82 N,2.67 E,7,-0.1,Ml,Selva,Local,ICGC,86381
86380,2021-07-09,11:24:24.4,42.58 N,1.21 E,10,0.2,Ml,Pallars Sobirà,Local,ICGC,86380
86371,2021-07-09,03:51:11.3,42.47 N,1.13 E,11,-0.7,Ml,Pallars Sobirà,Local,ICGC,86371
86370,2021-07-08,07:29:21.5,42.90 N,0.20 E,0,0.7,Ml,Hautes-Pyrénées,Local,ICGC,86370
86362,2021-07-07,21:51:07.4,42.53 N,1.46 E,11,-0.7,Ml,Andorra,Local,ICGC,86362
86356,2021-07-07,18:13:07.3,42.52 N,1.44 E,4,1.4,Ml,Alt Urgell,Local,ICGC,86356
86361,2021-07-07,15:54:35.5,42.51 N,1.43 E,3,0.2,Ml,Alt Urgell,Local,ICGC,86361
86340,2021-07-07,02:39:58.0,42.80 N,2.03 E,8,0.7,Ml,Aude,Local,ICGC,86340
86355,2021-07-06,20:20:28.7,42.52 N,1.44 E,5,0.4,Ml,Alt Urgell,Local,ICGC,86355
86354,2021-07-06,02:52:23.7,42.89 N,0.20 E,0,0.5,Ml,Hautes-Pyrénées,Local,ICGC,86354
86353,2021-07-05,22:56:30.7,42.56 N,1.04 E,1,-0.5,Ml,Pallars Sobirà,Local,ICGC,86353
86352,2021-07-05,22:53:36.8,42.57 N,1.08 E,2,-0.3,Ml,Pallars Sobirà,Local,ICGC,86352
86351,2021-07-05,19:23:30.6,42.16 N,3.21 E,7,0.4,Ml,Costa Alt Empordà,Local,ICGC,86351
86325,2021-07-05,12:44:25.8,41.26 N,2.46 E,5,1.2,Ml,Mar Mediterrània - Balears,Local,ICGC,86325
86350,2021-07-05,03:43:42.7,42.51 N,1.43 E,3,0.3,Ml,Alt Urgell,Local,ICGC,86350
86349,2021-07-05,00:05:47.5,42.34 N,1.19 E,9,-0.2,Ml,Alt Urgell,Local,ICGC,86349
86348,2021-07-04,23:57:44.9,42.35 N,1.19 E,9,-1.1,Ml,Pallars Sobirà,Local,ICGC,86348
86347,2021-07-04,23:32:31.0,42.56 N,1.15 E,13,-0.6,Ml,Pallars Sobirà,Local,ICGC,86347
86346,2021-07-04,22:34:51.6,42.56 N,1.08 E,7,-0.3,Ml,Pallars Sobirà,Local,ICGC,86346
86345,2021-07-04,22:24:43.1,42.57 N,1.09 E,6,-0.2,Ml,Pallars Sobirà,Local,ICGC,86345
86341,2021-07-04,02:33:04.8,41.84 N,2.82 E,8,0.0,Ml,Selva,Local,ICGC,86341
86334,2021-07-03,15:12:49.3,42.52 N,1.44 E,9,-0.1,Ml,Alt Urgell,Local,ICGC,86334
86333,2021-07-03,12:18:50.3,42.51 N,1.45 E,11,-0.2,Ml,Alt Urgell,Local,ICGC,86333
86332,2021-07-03,12:01:07.0,42.51 N,1.42 E,4,0.1,Ml,Alt Urgell,Local,ICGC,86332
86323,2021-07-03,11:47:59.7,42.51 N,1.42 E,3,0.2,Ml,Alt Urgell,Local,ICGC,86323
86320,2021-07-03,10:28:20.7,42.59 N,0.87 E,4,-0.7,Ml,Alta Ribagorça,Local,ICGC,86320
86317,2021-07-03,06:22:57.4,41.83 N,2.81 E,5,0.0,Ml,Selva,Local,ICGC,86317
86316,2021-07-03,06:21:00.4,42.60 N,0.90 E,14,-0.1,Ml,Alta Ribagorça,Local,ICGC,86316
86315,2021-07-03,01:50:01.7,41.76 N,2.78 E,5,0.4,Ml,Selva,Local,ICGC,86315
86363,2021-07-03,01:49:15.1,41.79 N,2.73 E,8,0.9,Ml,Selva,Local,ICGC,86363
86310,2021-07-03,01:49:12.7,41.76 N,2.77 E,8,0.8,Ml,Selva,Local,ICGC,86310
86335,2021-07-02,19:25:29.5,42.91 N,0.36 E,6,0.3,Ml,Hautes-Pyrénées,Local,ICGC,86335
86300,2021-06-29,21:55:06.7,42.99 N,0.04 E,3,0.2,Ml,Hautes-Pyrénées,Local,ICGC,86300
86299,2021-06-29,05:14:51.6,42.41 N,1.89 E,13,0.1,Ml,Cerdanya,Local,ICGC,86299
86296,2021-06-29,00:22:31.3,42.37 N,1.86 E,5,0.0,Ml,Cerdanya,Local,ICGC,86296
86294,2021-06-28,14:36:55.2,42.24 N,1.10 E,8,-0.3,Ml,Pallars Jussà,Local,ICGC,86294
86274,2021-06-27,22:46:41.0,42.36 N,0.62 E,0,1.2,Ml,Huesca,Local,ICGC,86274
86291,2021-06-27,21:37:33.6,41.74 N,2.54 E,6,-0.0,Ml,Selva,Local,ICGC,86291
86289,2021-06-26,22:22:10.0,42.26 N,1.55 E,0,-0.2,Ml,Alt Urgell,Local,ICGC,86289
86286,2021-06-26,16:56:59.6,42.79 N,1.66 E,11,0.5,Ml,Ariège,Local,ICGC,86286
86284,2021-06-26,07:23:50.6,42.91 N,0.80 E,0,0.2,Ml,Haute-Garonne,Local,ICGC,86284
86257,2021-06-24,21:08:43.4,42.51 N,1.43 E,3,0.3,Ml,Alt Urgell,Local,ICGC,86257
86255,2021-06-24,09:27:40.2,42.43 N,1.72 E,15,-0.4,Ml,Cerdanya,Local,ICGC,86255
86254,2021-06-23,13:59:45.8,42.53 N,0.99 E,3,-0.3,Ml,Pallars Jussà,Local,ICGC,86254
86240,2021-06-23,11:56:24.3,42.36 N,3.18 E,0,2.2,Ml,Costa Alt Empordà,Local,ICGC,86240
86253,2021-06-23,08:13:38.2,42.53 N,1.45 E,8,0.0,Ml,Alt Urgell,Local,ICGC,86253
86252,2021-06-23,03:39:41.1,42.60 N,0.93 E,19,-0.6,Ml,Val d'Aran,Local,ICGC,86252
86237,2021-06-22,23:20:07.8,42.70 N,1.06 E,16,-0.3,Ml,Pallars Sobirà,Local,ICGC,86237
86236,2021-06-22,22:18:22.5,42.51 N,1.43 E,3,0.2,Ml,Alt Urgell,Local,ICGC,86236
86235,2021-06-22,20:35:02.2,42.50 N,1.42 E,1,-0.1,Ml,Alt Urgell,Local,ICGC,86235
86234,2021-06-22,20:32:13.5,42.51 N,1.43 E,2,0.1,Ml,Alt Urgell,Local,ICGC,86234
86223,2021-06-22,10:16:11.1,42.58 N,0.96 E,7,0.5,Ml,Pallars Sobirà,Local,ICGC,86223
86233,2021-06-22,01:18:55.0,42.58 N,0.78 E,6,0.1,Ml,Alta Ribagorça,Local,ICGC,86233
86232,2021-06-21,22:12:24.4,42.58 N,0.96 E,9,-0.9,Ml,Pallars Sobirà,Local,ICGC,86232
86225,2021-06-21,06:40:40.5,42.50 N,1.43 E,11,0.0,Ml,Alt Urgell,Local,ICGC,86225
86224,2021-06-21,06:28:21.2,42.36 N,1.77 E,2,0.3,Ml,Cerdanya,Local,ICGC,86224
86216,2021-06-20,22:35:30.0,42.57 N,0.95 E,0,-0.4,Ml,Alta Ribagorça,Local,ICGC,86216
86215,2021-06-20,21:01:06.1,42.37 N,3.18 E,0,0.7,Ml,Costa Alt Empordà,Local,ICGC,86215
86214,2021-06-20,12:56:00.3,42.51 N,1.43 E,1,0.5,Ml,Alt Urgell,Local,ICGC,86214
86213,2021-06-20,02:02:35.0,41.44 N,2.42 E,5,0.2,Ml,Costa Maresme,Local,ICGC,86213
86212,2021-06-20,01:02:03.7,42.32 N,2.31 E,0,-0.1,Ml,Ripollès,Local,ICGC,86212
86211,2021-06-19,22:41:03.2,42.52 N,1.46 E,14,-0.7,Ml,Andorra,Local,ICGC,86211
86210,2021-06-19,12:08:20.2,42.77 N,0.69 E,6,-0.1,Ml,Val d'Aran,Local,ICGC,86210
86209,2021-06-19,04:49:24.9,42.34 N,1.30 E,1,0.1,Ml,Alt Urgell,Local,ICGC,86209
86207,2021-06-19,04:12:39.7,42.53 N,0.94 E,13,-0.3,Ml,Alta Ribagorça,Local,ICGC,86207
86206,2021-06-19,00:28:34.1,40.73 N,0.61 E,4,0.8,Ml,Baix Ebre,Local,ICGC,86206
86198,2021-06-17,21:18:46.3,42.34 N,1.87 E,0,0.2,Ml,Cerdanya,Local,ICGC,86198
86197,2021-06-17,16:40:32.5,42.69 N,0.85 E,0,-0.3,Ml,Val d'Aran,Local,ICGC,86197
86194,2021-06-17,00:53:06.6,42.46 N,1.99 E,7,-0.2,Ml,Cerdanya,Local,ICGC,86194
86193,2021-06-17,00:04:36.1,42.78 N,2.22 E,5,0.4,Ml,Aude,Local,ICGC,86193
86184,2021-06-16,21:54:03.5,42.57 N,0.88 E,2,-0.6,Ml,Alta Ribagorça,Local,ICGC,86184
86168,2021-06-16,04:59:37.5,41.81 N,3.17 E,6,2.3,Ml,Costa Baix Empordà,Local,ICGC,86168
86175,2021-06-16,02:08:42.0,41.83 N,2.45 E,17,-0.4,Ml,Selva,Local,ICGC,86175
86172,2021-06-15,18:52:52.1,42.59 N,0.85 E,6,0.6,Ml,Alta Ribagorça,Local,ICGC,86172
86166,2021-06-15,16:28:03.7,40.99 N,1.86 E,12,1.5,Ml,Mar Mediterrània - Balears,Local,ICGC,86166
86171,2021-06-15,12:36:02.8,42.66 N,1.27 E,10,0.2,Ml,Pallars Sobirà,Local,ICGC,86171
86170,2021-06-15,03:15:06.5,42.45 N,0.89 E,1,-0.2,Ml,Pallars Jussà,Local,ICGC,86170
86148,2021-06-14,20:01:57.1,41.43 N,1.71 E,1,1.0,Ml,Alt Penedès,Local,ICGC,86148
86188,2021-06-14,18:59:55.6,42.70 N,2.05 E,12,-0.0,Ml,Ariège,Local,ICGC,86188
86143,2021-06-14,18:53:52.8,42.69 N,2.05 E,11,1.0,Ml,Ariège,Local,ICGC,86143
86162,2021-06-14,18:42:27.4,41.42 N,1.72 E,0,0.7,Ml,Alt Penedès,Local,ICGC,86162
86187,2021-06-14,18:04:42.9,42.72 N,2.06 E,14,-0.0,Ml,Ariège,Local,ICGC,86187
86185,2021-06-14,17:46:21.3,42.66 N,2.03 E,6,-0.0,Ml,Ariège,Local,ICGC,86185
86159,2021-06-13,17:50:40.3,41.78 N,2.76 E,9,-0.0,Ml,Selva,Local,ICGC,86159
86156,2021-06-13,17:49:39.1,41.77 N,2.77 E,7,0.7,Ml,Selva,Local,ICGC,86156
86128,2021-06-13,16:29:00.9,42.40 N,1.01 E,3,0.5,Ml,Pallars Jussà,Local,ICGC,86128
86153,2021-06-13,14:33:10.5,42.70 N,0.87 E,1,0.6,Ml,Val d'Aran,Local,ICGC,86153
86140,2021-06-13,06:22:07.9,42.34 N,2.01 E,5,-1.0,Ml,Ripollès,Local,ICGC,86140
86138,2021-06-12,21:48:39.2,42.54 N,0.97 E,6,-0.2,Ml,Pallars Jussà,Local,ICGC,86138
86123,2021-06-12,21:26:44.3,42.32 N,1.60 E,6,0.4,Ml,Alt Urgell,Local,ICGC,86123
86137,2021-06-12,14:52:34.2,42.86 N,2.03 E,4,0.1,Ml,Aude,Local,ICGC,86137
86135,2021-06-11,22:36:42.8,42.63 N,0.82 E,9,-0.4,Ml,Val d'Aran,Local,ICGC,86135
86134,2021-06-11,20:33:32.5,41.78 N,2.97 E,3,0.4,Ml,Baix Empordà,Local,ICGC,86134
86117,2021-06-11,13:49:06.9,42.89 N,0.20 E,4,0.0,Ml,Hautes-Pyrénées,Local,ICGC,86117
86114,2021-06-11,03:46:56.8,42.47 N,1.18 E,9,-0.8,Ml,Pallars Sobirà,Local,ICGC,86114
86113,2021-06-11,03:46:34.7,42.46 N,1.19 E,16,-0.6,Ml,Pallars Sobirà,Local,ICGC,86113
86110,2021-06-10,22:19:27.6,42.26 N,1.53 E,1,0.8,Ml,Alt Urgell,Local,ICGC,86110
86100,2021-06-09,22:07:48.1,42.58 N,1.11 E,0,-0.0,Ml,Pallars Sobirà,Local,ICGC,86100
86098,2021-06-09,02:53:33.7,42.88 N,2.42 E,7,0.4,Ml,Aude,Local,ICGC,86098
86097,2021-06-09,01:18:06.3,42.36 N,3.18 E,0,0.5,Ml,Costa Alt Empordà,Local,ICGC,86097
86093,2021-06-08,18:53:30.4,42.69 N,1.94 E,6,0.2,Ml,Ariège,Local,ICGC,86093
86092,2021-06-08,18:53:26.4,42.38 N,1.33 E,13,-0.5,Ml,Alt Urgell,Local,ICGC,86092
86091,2021-06-08,04:57:14.0,42.47 N,0.83 E,17,0.0,Ml,Alta Ribagorça,Local,ICGC,86091
86078,2021-06-07,02:31:21.4,42.49 N,1.03 E,9,-0.9,Ml,Pallars Sobirà,Local,ICGC,86078
86075,2021-06-06,00:06:03.8,42.71 N,0.53 E,0,-0.0,Ml,Haute-Garonne,Local,ICGC,86075
86045,2021-06-05,14:54:46.6,42.41 N,1.04 E,8,0.5,Ml,Pallars Sobirà,Local,ICGC,86045
86064,2021-06-05,06:14:53.9,42.54 N,1.04 E,5,-0.5,Ml,Pallars Sobirà,Local,ICGC,86064
86033,2021-06-03,20:33:19.9,42.59 N,0.90 E,9,-0.2,Ml,Alta Ribagorça,Local,ICGC,86033
86032,2021-06-03,20:20:32.3,42.06 N,2.57 E,0,0.2,Ml,Garrotxa,Local,ICGC,86032
86031,2021-06-03,15:01:35.7,42.59 N,1.46 E,9,-0.5,Ml,Andorra,Local,ICGC,86031
86030,2021-06-03,12:19:13.1,42.54 N,1.00 E,5,-0.4,Ml,Pallars Sobirà,Local,ICGC,86030
86022,2021-06-03,08:39:25.4,42.98 N,0.23 E,4,0.5,Ml,Hautes-Pyrénées,Local,ICGC,86022
86021,2021-06-03,03:59:58.8,42.55 N,2.13 E,7,-0.3,Ml,Pyrénées-Orientales,Local,ICGC,86021
86019,2021-06-03,03:01:08.1,42.39 N,2.33 E,2,0.0,Ml,Ripollès,Local,ICGC,86019
86017,2021-06-03,02:11:56.5,42.55 N,2.13 E,2,0.0,Ml,Pyrénées-Orientales,Local,ICGC,86017
86016,2021-06-03,01:15:10.1,42.29 N,1.50 E,5,-0.7,Ml,Alt Urgell,Local,ICGC,86016
86015,2021-06-02,22:40:37.9,42.55 N,2.11 E,0,-0.5,Ml,Pyrénées-Orientales,Local,ICGC,86015
86014,2021-06-01,20:22:24.5,42.33 N,2.36 E,2,-0.2,Ml,Ripollès,Local,ICGC,86014
86013,2021-06-01,17:23:11.7,42.62 N,0.85 E,10,-0.3,Ml,Val d'Aran,Local,ICGC,86013
86012,2021-06-01,16:54:52.5,42.61 N,0.86 E,4,-0.1,Ml,Alta Ribagorça,Local,ICGC,86012
86010,2021-06-01,06:21:36.3,42.64 N,1.32 E,7,-0.0,Ml,Pallars Sobirà,Local,ICGC,86010
86008,2021-05-31,21:50:24.5,42.36 N,3.19 E,0,0.3,Ml,Costa Alt Empordà,Local,ICGC,86008
86006,2021-05-31,09:05:21.6,42.70 N,0.47 E,2,0.4,Ml,Huesca,Local,ICGC,86006
86005,2021-05-31,08:46:32.1,42.59 N,1.63 E,13,-0.3,Ml,Andorra,Local,ICGC,86005
86004,2021-05-31,03:09:59.4,42.34 N,1.32 E,2,-0.1,Ml,Alt Urgell,Local,ICGC,86004
86002,2021-05-31,03:04:39.7,42.34 N,1.32 E,0,0.3,Ml,Alt Urgell,Local,ICGC,86002
86000,2021-05-30,23:41:20.2,42.33 N,1.32 E,8,-0.8,Ml,Alt Urgell,Local,ICGC,86000
85999,2021-05-30,23:40:30.5,42.34 N,1.33 E,1,-0.8,Ml,Alt Urgell,Local,ICGC,85999
85970,2021-05-30,23:30:42.0,41.77 N,2.80 E,5,0.5,Ml,Selva,Local,ICGC,85970
85997,2021-05-30,05:58:05.8,42.26 N,2.44 E,7,-0.0,Ml,Garrotxa,Local,ICGC,85997
85996,2021-05-30,05:53:16.6,42.09 N,2.60 E,0,-0.3,Ml,Garrotxa,Local,ICGC,85996
85995,2021-05-30,05:03:01.8,42.58 N,0.88 E,6,-0.0,Ml,Alta Ribagorça,Local,ICGC,85995
85960,2021-05-30,03:39:00.3,42.37 N,3.20 E,0,2.6,Ml,Costa Alt Empordà,Local,ICGC,85960
85994,2021-05-29,18:31:10.5,42.44 N,2.16 E,0,-0.2,Ml,Pyrénées-Orientales,Local,ICGC,85994
85993,2021-05-29,17:21:47.9,42.61 N,0.57 E,4,-0.3,Ml,Huesca,Local,ICGC,85993
85992,2021-05-29,16:20:55.1,42.38 N,2.35 E,6,0.1,Ml,Ripollès,Local,ICGC,85992
85991,2021-05-29,15:57:37.3,42.57 N,1.04 E,4,-0.3,Ml,Pallars Sobirà,Local,ICGC,85991
85990,2021-05-29,14:43:46.9,42.55 N,1.00 E,5,-0.8,Ml,Pallars Sobirà,Local,ICGC,85990
