Codi,Data(TU),Hora(TU),Lat(°),Lon(°),Prof.(km),Mag,Tipus Mag,Regió,Àrea,Font,Codi
36107,2012-08-07,20:16:10.6,42.81 N,2.81 E,5,0.4,Ml,Pyrénées-Orientales,Local,IGC,36107
36106,2012-08-07,17:07:47.6,42.52 N,1.76 E,3,0.3,Ml,Pyrénées-Orientales,Local,ICGC,36106
36098,2012-08-07,12:54:49.9,41.10 N,2.95 E,13,0.6,Ml,Mar Mediterrània,Local,ICGC,36098
36104,2012-08-07,00:56:46.2,42.33 N,1.23 E,5,0.8,Ml,Alt Urgell,Local,ICGC,36104
36097,2012-08-07,00:17:56.7,41.89 N,2.92 E,9,0.1,Ml,Gironès,Local,ICGC,36097
36083,2012-08-05,13:53:10.2,42.52 N,2.46 E,6,2.1,Ml,Pyrénées-Orientales,Local,ICGC,36083
36542,2012-08-05,01:52:12.4,42.96 N,0.17 E,9,0.4,Ml,Hautes-Pyrénées,Local,IGC,36542
36393,2012-08-03,21:52:58.1,42.45 N,1.09 E,4,0.1,Ml,Pallars Sobirà,Local,ICGC,36393
36391,2012-08-03,14:21:14.2,42.26 N,2.11 E,5,0.4,Ml,Ripollès,Local,IGC,36391
36096,2012-08-03,01:06:05.8,40.90 N,1.46 E,5,1.0,Ml,Mar Mediterrània,Local,ICGC,36096
36093,2012-08-02,19:08:29.1,42.50 N,1.76 E,4,0.7,Ml,Pyrénées-Orientales,Local,IGC,36093
36540,2012-08-02,18:14:46.1,42.49 N,1.75 E,4,1.0,Ml,Cerdanya,Local,IGC,36540
36539,2012-08-02,13:19:24.6,42.25 N,2.12 E,4,0.4,Ml,Ripollès,Local,IGC,36539
36524,2012-08-02,11:01:50.7,42.26 N,2.12 E,5,1.9,Ml,Ripollès,Local,IGC,36524
36385,2012-08-01,00:45:30.6,42.27 N,1.05 E,8,-0.4,Ml,Pallars Jussà,Local,ICGC,36385
36523,2012-07-29,13:09:23.4,42.53 N,1.42 E,5,0.3,Ml,Alt Urgell,Local,IGC,36523
36502,2012-07-29,02:40:02.3,40.65 N,0.12 E,4,0.6,Ml,Castelló,Local,ICGC,36502
36077,2012-07-28,21:57:57.0,42.59 N,0.77 E,4,0.8,Ml,Alta Ribagorça,Local,ICGC,36077
36474,2012-07-28,14:42:35.2,42.53 N,0.99 E,7,-0.0,Ml,Pallars Jussà,Local,IGC,36474
36473,2012-07-28,13:26:36.9,42.52 N,1.76 E,0,-0.2,Ml,Pyrénées-Orientales,Local,ICGC,36473
36076,2012-07-28,11:09:46.8,42.51 N,1.76 E,2,0.8,Ml,Pyrénées-Orientales,Local,IGC,36076
36451,2012-07-28,10:18:52.0,42.48 N,1.75 E,5,2.3,Ml,Cerdanya,Local,IGC,36451
36450,2012-07-28,03:39:02.6,41.84 N,2.75 E,0,0.2,Ml,Selva,Local,ICGC,36450
36075,2012-07-27,23:37:02.7,42.49 N,1.76 E,1,0.6,Ml,Cerdanya,Local,ICGC,36075
36433,2012-07-27,06:54:55.2,42.51 N,1.76 E,1,0.9,Ml,Pyrénées-Orientales,Local,IGC,36433
36431,2012-07-27,00:40:11.7,42.52 N,1.77 E,4,0.0,Ml,Pyrénées-Orientales,Local,ICGC,36431
36417,2012-07-27,00:11:45.3,42.61 N,1.02 E,9,0.5,Ml,Pallars Sobirà,Local,IGC,36417
36416,2012-07-26,08:36:41.9,42.99 N,0.54 E,0,1.0,Ml,Hautes-Pyrénées,Local,IGC,36416
36414,2012-07-26,00:11:02.5,42.33 N,2.06 E,4,-0.3,Ml,Ripollès,Local,IGC,36414
36063,2012-07-25,02:36:10.0,41.58 N,2.61 E,4,0.7,Ml,Costa Maresme,Local,IGC,36063
36053,2012-07-25,02:21:01.8,42.49 N,1.75 E,7,0.9,Ml,Pyrénées-Orientales,Local,IGC,36053
36398,2012-07-24,19:35:49.4,42.68 N,2.22 E,10,0.7,Ml,Aude,Local,IGC,36398
36397,2012-07-24,18:30:28.2,42.49 N,1.76 E,5,0.7,Ml,Pyrénées-Orientales,Local,IGC,36397
36380,2012-07-24,14:53:27.5,42.42 N,2.27 E,9,0.2,Ml,Ripollès,Local,ICGC,36380
36379,2012-07-24,11:20:31.7,42.51 N,1.76 E,4,0.3,Ml,Pyrénées-Orientales,Local,ICGC,36379
36377,2012-07-24,02:27:37.9,42.42 N,2.27 E,4,0.3,Ml,Ripollès,Local,ICGC,36377
36363,2012-07-24,01:51:09.7,42.41 N,2.23 E,11,-0.2,Ml,Ripollès,Local,ICGC,36363
36370,2012-07-23,19:00:56.5,42.55 N,2.07 E,20,-0.2,Ml,Pyrénées-Orientales,Local,ICGC,36370
36359,2012-07-22,19:28:42.9,41.62 N,2.60 E,2,0.7,Ml,Maresme,Local,ICGC,36359
36358,2012-07-22,14:58:08.2,42.27 N,1.01 E,1,0.3,Ml,Pallars Jussà,Local,ICGC,36358
36343,2012-07-22,14:46:33.6,42.20 N,0.97 E,0,0.7,Ml,Pallars Jussà,Local,ICGC,36343
36342,2012-07-22,13:17:34.5,42.51 N,0.97 E,4,-0.2,Ml,Pallars Jussà,Local,ICGC,36342
36341,2012-07-22,07:21:17.3,42.37 N,1.61 E,9,1.1,Ml,Alt Urgell,Local,IGC,36341
36340,2012-07-22,05:50:59.7,41.24 N,1.25 E,9,0.9,Ml,Alt Camp,Local,ICGC,36340
36368,2012-07-22,00:37:23.5,42.52 N,1.08 E,0,-0.4,Ml,Pallars Sobirà,Local,ICGC,36368
36352,2012-07-18,02:14:25.7,42.30 N,1.85 E,5,0.2,Ml,Berguedà,Local,ICGC,36352
36061,2012-07-18,02:11:49.1,42.31 N,1.85 E,5,0.2,Ml,Cerdanya,Local,ICGC,36061
36060,2012-07-17,02:17:07.1,42.54 N,1.42 E,5,-0.5,Ml,Andorra,Local,ICGC,36060
35430,2012-07-15,08:28:53.0,42.54 N,1.06 E,2,-0.2,Ml,Pallars Sobirà,Local,ICGC,35430
35428,2012-07-14,07:17:58.7,42.42 N,1.74 E,11,-0.4,Ml,Cerdanya,Local,ICGC,35428
35427,2012-07-13,17:27:51.5,42.42 N,0.96 E,11,-0.3,Ml,Pallars Jussà,Local,ICGC,35427
35713,2012-07-13,14:19:59.6,41.30 N,1.76 E,5,2.2,Ml,Garraf,Local,IGC,35713
35704,2012-07-13,05:20:42.7,42.69 N,1.17 E,12,0.7,Ml,Pallars Sobirà,Local,IGC,35704
35414,2012-07-12,04:44:17.9,40.98 N,1.34 E,0,1.6,Ml,Costa Tarragonès,Local,ICGC,35414
35413,2012-07-11,20:53:57.5,42.38 N,1.09 E,3,0.6,Ml,Pallars Sobirà,Local,ICGC,35413
35402,2012-07-11,15:03:19.3,42.52 N,1.64 E,11,0.6,Ml,Andorra,Local,IGC,35402
35401,2012-07-11,14:56:13.8,42.92 N,0.69 E,8,0.5,Ml,Haute-Garonne,Local,ICGC,35401
35400,2012-07-10,10:14:25.4,42.32 N,2.19 E,11,0.3,Ml,Ripollès,Local,IGC,35400
35710,2012-07-09,18:36:22.8,42.58 N,0.21 E,5,1.9,Ml,Huesca,Local,IGC,35710
35708,2012-07-09,09:28:00.8,42.26 N,2.29 E,2,0.9,Ml,Ripollès,Local,IGC,35708
35382,2012-07-08,06:50:21.0,42.73 N,2.07 E,8,0.9,Ml,Ariège,Local,IGC,35382
35381,2012-07-08,02:47:05.4,42.73 N,2.00 E,4,0.1,Ml,Ariège,Local,ICGC,35381
35380,2012-07-07,17:36:24.4,42.17 N,2.13 E,3,0.3,Ml,Ripollès,Local,ICGC,35380
35379,2012-07-07,16:08:40.4,40.30 N,0.77 E,8,1.6,Ml,Mar Mediterrània,Local,ICGC,35379
35639,2012-07-07,07:54:46.3,42.51 N,0.68 E,9,0.6,Ml,Huesca,Local,IGC,35639
35638,2012-07-06,18:00:56.5,42.37 N,2.12 E,1,0.6,Ml,Ripollès,Local,ICGC,35638
35703,2012-07-05,20:59:41.8,40.29 N,0.79 E,4,1.6,Ml,Mar Mediterrània,Local,ICGC,35703
35702,2012-07-05,18:51:02.5,40.34 N,0.70 E,27,1.6,Ml,Mar Mediterrània,Local,ICGC,35702
35625,2012-07-04,19:42:13.0,42.78 N,1.24 E,9,0.3,Ml,Ariège,Local,IGC,35625
35701,2012-07-04,19:32:29.9,41.01 N,1.28 E,5,1.1,Ml,Costa Tarragonès,Local,ICGC,35701
35624,2012-07-04,16:29:09.9,41.02 N,1.28 E,5,1.2,Ml,Costa Tarragonès,Local,IGC,35624
35605,2012-07-04,16:25:46.5,41.00 N,1.29 E,4,2.0,Ml,Costa Tarragonès,Local,IGC,35605
35604,2012-07-04,15:42:10.2,41.02 N,1.26 E,7,1.4,Ml,Costa Tarragonès,Local,ICGC,35604
35682,2012-07-02,05:57:42.8,42.59 N,0.89 E,12,-0.2,Ml,Alta Ribagorça,Local,ICGC,35682
35681,2012-07-01,19:03:41.7,42.05 N,2.53 E,5,1.1,Ml,Garrotxa,Local,IGC,35681
35664,2012-07-01,01:02:56.4,42.92 N,2.14 E,5,1.6,Ml,Aude,Local,IGC,35664
35663,2012-06-30,21:44:29.2,42.59 N,0.83 E,9,-0.4,Ml,Alta Ribagorça,Local,IGC,35663
35662,2012-06-30,11:28:07.1,42.34 N,1.12 E,5,1.8,Ml,Pallars Sobirà,Local,ICGC,35662
35580,2012-06-30,04:35:53.7,42.49 N,0.66 E,5,0.6,Ml,Huesca,Local,IGC,35580
35661,2012-06-29,19:12:04.7,42.66 N,1.04 E,6,1.1,Ml,Pallars Sobirà,Local,IGC,35661
35660,2012-06-29,09:33:06.7,42.79 N,1.24 E,9,2.3,Ml,Ariège,Local,IGC,35660
35647,2012-06-29,02:16:13.2,42.69 N,0.14 E,4,1.4,Ml,Huesca,Local,ICGC,35647
35579,2012-06-28,23:11:47.9,42.30 N,2.14 E,5,-0.0,Ml,Ripollès,Local,IGC,35579
35646,2012-06-28,22:09:13.7,42.24 N,1.51 E,4,0.7,Ml,Alt Urgell,Local,IGC,35646
35563,2012-06-27,04:14:48.0,42.57 N,0.23 E,5,2.7,Ml,Huesca,Local,ICGC,35563
35578,2012-06-26,19:28:12.0,42.34 N,2.01 E,9,-0.3,Ml,Ripollès,Local,IGC,35578
35644,2012-06-26,17:20:25.1,42.30 N,2.08 E,13,-0.1,Ml,Ripollès,Local,IGC,35644
35562,2012-06-25,22:18:02.6,42.22 N,2.13 E,4,0.5,Ml,Ripollès,Local,IGC,35562
35561,2012-06-25,21:01:44.7,42.22 N,2.14 E,6,0.5,Ml,Ripollès,Local,IGC,35561
35551,2012-06-25,20:58:52.5,42.22 N,2.13 E,5,1.1,Ml,Ripollès,Local,IGC,35551
35444,2012-06-25,13:32:01.4,42.37 N,1.66 E,5,1.0,Ml,Alt Urgell,Local,IGC,35444
35425,2012-06-24,13:51:43.5,41.86 N,2.69 E,9,-0.3,Ml,Selva,Local,ICGC,35425
35410,2012-06-24,07:02:26.8,42.99 N,0.07 E,8,1.4,Ml,Hautes-Pyrénées,Local,IGC,35410
35409,2012-06-23,09:58:05.4,42.40 N,1.56 E,22,-0.0,Ml,Alt Urgell,Local,ICGC,35409
35408,2012-06-23,09:34:19.8,42.36 N,1.51 E,9,-0.0,Ml,Alt Urgell,Local,ICGC,35408
35398,2012-06-23,06:58:13.6,42.35 N,1.47 E,5,0.6,Ml,Alt Urgell,Local,ICGC,35398
35397,2012-06-22,22:11:46.8,42.34 N,1.50 E,10,-0.1,Ml,Alt Urgell,Local,ICGC,35397
35394,2012-06-22,21:05:54.9,41.25 N,1.07 E,7,0.8,Ml,Baix Camp,Local,IGC,35394
35393,2012-06-22,19:35:48.8,42.34 N,1.50 E,5,-0.0,Ml,Alt Urgell,Local,ICGC,35393
35939,2012-06-20,06:06:41.1,42.59 N,0.89 E,8,0.7,Ml,Alta Ribagorça,Local,IGC,35939
35372,2012-06-18,03:42:23.9,41.90 N,2.76 E,14,-0.2,Ml,Selva,Local,ICGC,35372
35636,2012-06-18,00:32:16.7,42.69 N,0.14 E,5,1.1,Ml,Huesca,Local,ICGC,35636
35921,2012-06-17,22:49:54.6,42.13 N,2.34 E,3,0.3,Ml,Osona,Local,IGC,35921
35549,2012-06-17,01:53:26.7,42.65 N,0.72 E,11,-0.2,Ml,Val d'Aran,Local,IGC,35549
35548,2012-06-16,14:12:37.3,41.72 N,2.90 E,5,0.3,Ml,Selva,Local,IGC,35548
35698,2012-06-16,07:41:11.0,42.58 N,0.96 E,10,-0.4,Ml,Alta Ribagorça,Local,IGC,35698
35696,2012-06-14,06:25:52.2,42.32 N,2.13 E,0,0.7,Ml,Ripollès,Local,ICGC,35696
35678,2012-06-14,05:46:59.7,42.32 N,2.12 E,1,0.5,Ml,Ripollès,Local,IGC,35678
35677,2012-06-14,03:25:09.5,41.83 N,2.80 E,10,0.3,Ml,Selva,Local,IGC,35677
35635,2012-06-13,12:41:21.7,42.65 N,0.74 E,6,0.9,Ml,Val d'Aran,Local,IGC,35635
35623,2012-06-13,02:16:57.9,41.34 N,0.36 E,5,2.5,Ml,Zaragoza,Local,ICGC,35623
35530,2012-06-12,21:41:48.8,41.35 N,0.43 E,3,2.0,Ml,Segrià,Local,ICGC,35530
35892,2012-06-12,10:08:27.4,42.78 N,0.12 E,7,0.9,Ml,Hautes-Pyrénées,Local,IGC,35892
35873,2012-06-12,08:25:21.3,41.88 N,3.07 E,1,0.8,Ml,Baix Empordà,Local,IGC,35873
35872,2012-06-12,02:01:32.9,41.83 N,2.78 E,11,0.4,Ml,Selva,Local,IGC,35872
35528,2012-06-12,01:56:15.3,41.83 N,2.78 E,10,0.5,Ml,Selva,Local,IGC,35528
35871,2012-06-11,04:43:04.3,42.97 N,0.26 E,10,2.5,Ml,Hautes-Pyrénées,Local,IGC,35871
35622,2012-06-10,17:37:45.3,41.60 N,2.61 E,11,0.4,Ml,Maresme,Local,IGC,35622
35621,2012-06-10,11:43:24.2,42.31 N,1.39 E,1,0.5,Ml,Alt Urgell,Local,IGC,35621
35856,2012-06-10,05:36:44.2,41.38 N,1.86 E,2,0.6,Ml,Alt Penedès,Local,ICGC,35856
35619,2012-06-09,22:33:56.6,42.20 N,1.34 E,3,0.1,Ml,Alt Urgell,Local,ICGC,35619
35618,2012-06-09,20:14:40.4,42.57 N,0.90 E,9,-0.4,Ml,Alta Ribagorça,Local,IGC,35618
35855,2012-06-08,02:34:12.0,42.29 N,2.32 E,6,2.5,Ml,Ripollès,Local,IGC,35855
35601,2012-06-08,02:04:54.2,42.57 N,0.97 E,2,-0.3,Ml,Pallars Sobirà,Local,IGC,35601
35527,2012-06-07,19:04:58.9,42.57 N,0.91 E,6,-0.4,Ml,Alta Ribagorça,Local,IGC,35527
35443,2012-06-07,05:10:12.5,42.93 N,0.03 E,7,1.5,Ml,Hautes-Pyrénées,Local,ICGC,35443
35441,2012-06-07,00:55:06.3,42.44 N,1.97 E,7,0.5,Ml,Pyrénées-Orientales,Local,IGC,35441
35440,2012-06-06,03:10:00.5,42.58 N,0.90 E,7,-0.4,Ml,Alta Ribagorça,Local,IGC,35440
35439,2012-06-06,02:25:56.6,42.51 N,1.08 E,9,-0.4,Ml,Pallars Sobirà,Local,IGC,35439
35438,2012-06-06,01:20:46.4,42.32 N,2.12 E,4,0.5,Ml,Ripollès,Local,IGC,35438
35526,2012-06-06,00:36:00.5,42.59 N,0.89 E,8,-0.4,Ml,Alta Ribagorça,Local,IGC,35526
35841,2012-06-05,22:36:29.5,42.58 N,0.90 E,5,1.1,Ml,Alta Ribagorça,Local,IGC,35841
35839,2012-06-05,20:12:55.0,42.38 N,1.09 E,3,-0.4,Ml,Pallars Sobirà,Local,ICGC,35839
35838,2012-06-05,15:01:35.0,42.75 N,0.82 E,12,0.2,Ml,Val d'Aran,Local,IGC,35838
35525,2012-06-05,06:58:28.1,42.38 N,1.09 E,4,-0.3,Ml,Pallars Sobirà,Local,ICGC,35525
35524,2012-06-05,03:59:48.0,42.41 N,1.09 E,7,-0.7,Ml,Pallars Sobirà,Local,ICGC,35524
35837,2012-06-05,03:30:54.8,42.48 N,1.02 E,7,-0.3,Ml,Pallars Jussà,Local,IGC,35837
35836,2012-06-05,02:50:40.2,42.39 N,1.09 E,3,-0.2,Ml,Pallars Sobirà,Local,ICGC,35836
35835,2012-06-05,01:03:55.8,42.15 N,2.45 E,10,-0.3,Ml,Garrotxa,Local,IGC,35835
35676,2012-06-04,19:30:29.2,42.34 N,1.25 E,0,0.1,Ml,Alt Urgell,Local,ICGC,35676
35817,2012-06-03,07:48:34.0,42.38 N,1.09 E,4,-0.2,Ml,Pallars Sobirà,Local,ICGC,35817
35815,2012-06-02,23:53:40.9,42.46 N,2.26 E,4,-0.5,Ml,Pyrénées-Orientales,Local,IGC,35815
35814,2012-06-02,20:35:14.2,42.38 N,1.09 E,3,-0.4,Ml,Pallars Sobirà,Local,ICGC,35814
35813,2012-06-02,17:32:21.3,42.38 N,1.09 E,4,-0.3,Ml,Pallars Sobirà,Local,IGC,35813
35812,2012-06-02,15:50:45.2,42.62 N,0.96 E,8,-0.4,Ml,Pallars Sobirà,Local,IGC,35812
35499,2012-06-02,03:47:10.4,42.38 N,1.08 E,3,-0.4,Ml,Pallars Sobirà,Local,ICGC,35499
35799,2012-06-02,01:29:32.2,42.38 N,1.09 E,4,0.0,Ml,Pallars Sobirà,Local,ICGC,35799
35498,2012-06-01,21:37:33.3,42.39 N,1.09 E,4,-0.5,Ml,Pallars Sobirà,Local,ICGC,35498
35798,2012-06-01,21:18:38.0,42.39 N,1.09 E,3,-0.3,Ml,Pallars Sobirà,Local,ICGC,35798
35797,2012-06-01,20:34:49.1,42.38 N,1.09 E,3,-0.2,Ml,Pallars Sobirà,Local,ICGC,35797
35497,2012-06-01,20:21:23.3,42.39 N,1.09 E,3,0.3,Ml,Pallars Sobirà,Local,IGC,35497
35754,2012-06-01,20:06:39.4,42.39 N,1.05 E,4,0.3,Ml,Pallars Sobirà,Local,IGC,35754
35483,2012-06-01,20:02:00.5,42.38 N,1.09 E,4,1.4,Ml,Pallars Sobirà,Local,ICGC,35483
35750,2012-06-01,17:37:25.1,42.38 N,1.09 E,3,-0.3,Ml,Pallars Sobirà,Local,ICGC,35750
35747,2012-06-01,05:14:55.3,42.38 N,1.09 E,3,-0.2,Ml,Pallars Sobirà,Local,ICGC,35747
35670,2012-05-31,19:38:52.9,42.91 N,1.44 E,7,0.2,Ml,Ariège,Local,IGC,35670
35423,2012-05-31,17:13:11.6,42.34 N,2.20 E,4,0.4,Ml,Ripollès,Local,IGC,35423
35659,2012-05-31,17:10:23.8,42.33 N,2.15 E,4,1.0,Ml,Ripollès,Local,IGC,35659
35658,2012-05-31,10:37:00.3,42.68 N,0.66 E,11,0.3,Ml,Huesca,Local,IGC,35658
44730,2012-05-31,08:37:02.1,42.76 N,2.23 E,5,0.8,Ml,Aude,Local,IGC,44730
35657,2012-05-31,06:10:46.7,42.98 N,0.20 E,8,0.5,Ml,Hautes-Pyrénées,Local,IGC,35657
35656,2012-05-31,03:26:24.6,42.38 N,1.09 E,3,-0.3,Ml,Pallars Sobirà,Local,ICGC,35656
35955,2012-05-30,23:49:30.2,42.38 N,1.09 E,3,-0.4,Ml,Pallars Sobirà,Local,ICGC,35955
35953,2012-05-30,09:08:04.5,42.38 N,1.09 E,3,-0.3,Ml,Pallars Sobirà,Local,ICGC,35953
35952,2012-05-30,08:42:36.8,42.38 N,1.09 E,3,-0.4,Ml,Pallars Sobirà,Local,ICGC,35952
35951,2012-05-30,06:37:38.7,42.38 N,1.09 E,4,-0.4,Ml,Pallars Sobirà,Local,ICGC,35951
35930,2012-05-30,01:15:43.5,41.60 N,2.61 E,5,1.1,Ml,Maresme,Local,IGC,35930
35928,2012-05-29,18:59:15.4,42.38 N,1.09 E,3,0.1,Ml,Pallars Sobirà,Local,ICGC,35928
35909,2012-05-29,08:06:38.1,42.35 N,1.27 E,3,-0.1,Ml,Alt Urgell,Local,ICGC,35909
35908,2012-05-29,05:20:42.4,42.38 N,1.10 E,4,0.0,Ml,Pallars Sobirà,Local,IGC,35908
35907,2012-05-29,02:13:24.4,41.88 N,2.77 E,11,-0.1,Ml,Selva,Local,ICGC,35907
35929,2012-05-29,00:53:37.6,40.30 N,0.23 E,5,0.7,Ml,Castelló,Local,ICGC,35929
35906,2012-05-28,21:19:38.3,42.32 N,1.38 E,3,-0.4,Ml,Alt Urgell,Local,ICGC,35906
35905,2012-05-28,20:55:16.6,41.04 N,1.92 E,9,1.7,Ml,Mar Mediterrània,Local,ICGC,35905
35421,2012-05-28,05:32:20.8,42.38 N,1.10 E,3,-0.3,Ml,Pallars Sobirà,Local,ICGC,35421
35885,2012-05-28,03:33:25.5,42.38 N,1.06 E,3,-0.5,Ml,Pallars Sobirà,Local,ICGC,35885
35420,2012-05-27,05:55:01.8,42.43 N,1.20 E,4,-0.2,Ml,Pallars Sobirà,Local,ICGC,35420
35865,2012-05-26,22:02:20.9,42.38 N,1.09 E,3,-0.3,Ml,Pallars Sobirà,Local,ICGC,35865
35406,2012-05-26,09:19:55.1,42.38 N,1.09 E,4,0.0,Ml,Pallars Sobirà,Local,ICGC,35406
35864,2012-05-26,08:30:54.0,42.38 N,1.08 E,4,0.5,Ml,Pallars Sobirà,Local,IGC,35864
35862,2012-05-26,05:44:45.0,42.37 N,1.09 E,4,0.6,Ml,Pallars Sobirà,Local,ICGC,35862
35405,2012-05-26,04:19:44.2,42.60 N,0.89 E,12,0.9,Ml,Alta Ribagorça,Local,IGC,35405
35392,2012-05-26,01:26:32.0,42.38 N,1.09 E,3,0.1,Ml,Pallars Sobirà,Local,ICGC,35392
35391,2012-05-25,17:49:56.2,42.38 N,1.09 E,5,0.6,Ml,Pallars Sobirà,Local,IGC,35391
35849,2012-05-24,11:10:41.3,42.42 N,1.75 E,9,0.5,Ml,Cerdanya,Local,IGC,35849
35390,2012-05-23,23:56:57.1,42.44 N,2.15 E,9,0.2,Ml,Pyrénées-Orientales,Local,IGC,35390
35389,2012-05-23,17:53:01.7,42.46 N,1.16 E,11,0.3,Ml,Pallars Sobirà,Local,IGC,35389
35482,2012-05-23,02:42:08.9,42.38 N,1.09 E,4,-0.3,Ml,Pallars Sobirà,Local,ICGC,35482
35481,2012-05-22,23:44:12.5,42.33 N,1.22 E,4,-0.4,Ml,Alt Urgell,Local,ICGC,35481
35600,2012-05-22,08:29:11.5,42.38 N,1.10 E,4,2.9,Ml,Pallars Sobirà,Local,IGC,35600
35464,2012-05-22,04:29:12.6,42.48 N,0.91 E,11,0.4,Ml,Pallars Jussà,Local,IGC,35464
35371,2012-05-21,21:22:01.4,42.62 N,1.62 E,8,0.6,Ml,Andorra,Local,IGC,35371
35589,2012-05-20,00:02:55.3,42.31 N,1.17 E,12,-0.4,Ml,Alt Urgell,Local,ICGC,35589
35773,2012-05-19,21:27:30.1,42.81 N,0.26 E,8,0.8,Ml,Hautes-Pyrénées,Local,IGC,35773
35759,2012-05-19,04:01:24.3,42.87 N,0.25 E,6,0.7,Ml,Hautes-Pyrénées,Local,IGC,35759
35577,2012-05-18,11:37:23.3,42.59 N,1.04 E,13,0.6,Ml,Pallars Sobirà,Local,IGC,35577
35729,2012-05-17,08:07:31.2,42.33 N,2.16 E,2,0.8,Ml,Ripollès,Local,IGC,35729
35370,2012-05-17,02:35:27.5,42.34 N,1.24 E,6,-0.5,Ml,Alt Urgell,Local,ICGC,35370
35730,2012-05-16,02:03:03.7,42.54 N,1.16 E,8,-0.2,Ml,Pallars Sobirà,Local,IGC,35730
35641,2012-05-14,23:32:49.4,42.53 N,1.03 E,4,0.6,Ml,Pallars Sobirà,Local,IGC,35641
35640,2012-05-14,19:55:41.2,42.36 N,2.06 E,1,0.4,Ml,Pyrénées-Orientales,Local,IGC,35640
35368,2012-05-14,03:50:06.3,42.43 N,1.22 E,4,-0.1,Ml,Pallars Sobirà,Local,IGC,35368
35617,2012-05-11,16:38:16.6,40.47 N,1.77 E,34,2.2,Ml,Mar Mediterrània,Local,ICGC,35617
35558,2012-05-11,00:56:59.8,42.17 N,2.44 E,14,0.6,Ml,Garrotxa,Local,IGC,35558
35960,2012-05-10,18:22:23.3,42.34 N,2.17 E,4,0.1,Ml,Ripollès,Local,IGC,35960
35959,2012-05-10,02:07:21.1,41.85 N,2.77 E,10,-0.2,Ml,Selva,Local,IGC,35959
35958,2012-05-10,00:29:21.1,42.57 N,0.98 E,11,-0.4,Ml,Pallars Sobirà,Local,IGC,35958
35559,2012-05-09,22:32:35.1,42.35 N,1.28 E,4,-0.3,Ml,Alt Urgell,Local,ICGC,35559
35826,2012-05-09,21:37:02.3,42.34 N,1.25 E,4,0.8,Ml,Alt Urgell,Local,ICGC,35826
35807,2012-05-09,11:24:27.2,42.97 N,0.31 E,15,2.4,Ml,Hautes-Pyrénées,Local,IGC,35807
35634,2012-05-09,07:51:49.6,41.53 N,2.58 E,7,0.8,Ml,Costa Maresme,Local,IGC,35634
35805,2012-05-08,05:51:33.5,42.30 N,2.12 E,4,0.7,Ml,Ripollès,Local,ICGC,35805
35786,2012-05-08,02:09:24.9,41.83 N,2.79 E,11,0.6,Ml,Selva,Local,IGC,35786
35785,2012-05-07,03:41:46.3,42.59 N,0.91 E,8,0.1,Ml,Alta Ribagorça,Local,IGC,35785
35784,2012-05-07,01:48:08.9,42.52 N,1.98 E,13,0.5,Ml,Pyrénées-Orientales,Local,IGC,35784
35957,2012-05-06,19:02:22.3,42.29 N,2.30 E,4,-0.3,Ml,Ripollès,Local,ICGC,35957
35612,2012-05-06,18:58:50.6,42.25 N,2.30 E,8,0.1,Ml,Ripollès,Local,IGC,35612
