Codi,Data(TU),Hora(TU),Lat(°),Lon(°),Prof.(km),Mag,Tipus Mag,Regió,Àrea,Font,Codi
65332,2017-08-11,14:14:06.4,41.82 N,2.66 E,11,0.5,Ml,Selva,Local,ICGC,65332
65317,2017-08-11,13:36:50.5,41.84 N,2.65 E,6,1.4,Ml,Selva,Local,ICGC,65317
65331,2017-08-11,13:36:31.2,41.83 N,2.66 E,4,0.5,Ml,Selva,Local,ICGC,65331
65315,2017-08-11,00:11:09.2,42.40 N,2.29 E,4,1.3,Ml,Ripollès,Local,ICGC,65315
65316,2017-08-10,01:32:45.1,42.42 N,2.30 E,5,0.2,Ml,Ripollès,Local,ICGC,65316
65311,2017-08-09,21:14:02.0,42.42 N,2.31 E,5,-0.1,Ml,Ripollès,Local,ICGC,65311
65305,2017-08-09,21:12:04.8,42.42 N,2.30 E,8,0.3,Ml,Ripollès,Local,ICGC,65305
65310,2017-08-09,14:25:38.4,42.41 N,2.31 E,13,0.0,Ml,Ripollès,Local,ICGC,65310
65306,2017-08-09,09:22:21.3,42.42 N,2.30 E,10,-0.3,Ml,Ripollès,Local,ICGC,65306
65290,2017-08-09,02:18:10.2,42.42 N,2.30 E,8,0.6,Ml,Pyrénées-Orientales,Local,ICGC,65290
65292,2017-08-08,21:14:55.1,42.42 N,2.30 E,10,-0.1,Ml,Pyrénées-Orientales,Local,ICGC,65292
65291,2017-08-08,16:29:16.9,42.42 N,2.29 E,13,-0.2,Ml,Pyrénées-Orientales,Local,ICGC,65291
65287,2017-08-07,17:46:43.9,42.42 N,2.30 E,9,-0.2,Ml,Ripollès,Local,ICGC,65287
65286,2017-08-07,16:50:26.0,42.61 N,0.99 E,11,-0.7,Ml,Pallars Sobirà,Local,ICGC,65286
65276,2017-08-07,14:18:56.6,42.41 N,2.33 E,1,0.7,Ml,Ripollès,Local,ICGC,65276
65285,2017-08-07,10:48:07.3,42.45 N,1.09 E,10,-0.3,Ml,Pallars Sobirà,Local,ICGC,65285
65271,2017-08-07,10:25:14.0,41.13 N,2.08 E,9,2.4,Ml,Costa Baix Llobregat,Local,ICGC,65271
65284,2017-08-07,03:23:34.8,42.41 N,2.32 E,15,-0.7,Ml,Ripollès,Local,ICGC,65284
65283,2017-08-07,01:23:01.2,42.58 N,2.13 E,11,-0.6,Ml,Pyrénées-Orientales,Local,ICGC,65283
65282,2017-08-07,01:16:03.9,42.42 N,2.29 E,11,-0.6,Ml,Ripollès,Local,ICGC,65282
65281,2017-08-07,00:34:58.1,42.42 N,2.29 E,4,-0.7,Ml,Ripollès,Local,ICGC,65281
65269,2017-08-06,23:14:40.6,42.42 N,2.31 E,9,-0.6,Ml,Ripollès,Local,ICGC,65269
65260,2017-08-06,22:58:24.3,42.41 N,2.30 E,7,0.1,Ml,Ripollès,Local,ICGC,65260
65268,2017-08-06,18:15:03.5,42.42 N,2.31 E,4,-0.4,Ml,Ripollès,Local,ICGC,65268
65267,2017-08-06,14:40:16.8,42.42 N,2.29 E,8,0.1,Ml,Pyrénées-Orientales,Local,ICGC,65267
65266,2017-08-06,14:34:46.7,42.42 N,2.29 E,5,-0.3,Ml,Ripollès,Local,ICGC,65266
65265,2017-08-06,06:51:33.1,41.34 N,2.69 E,4,0.5,Ml,Mar Mediterrània - Balears,Local,ICGC,65265
65264,2017-08-06,00:19:36.7,42.58 N,0.89 E,0,0.2,Ml,Alta Ribagorça,Local,ICGC,65264
65263,2017-08-05,19:23:48.3,42.41 N,2.31 E,14,-0.7,Ml,Ripollès,Local,ICGC,65263
65262,2017-08-04,19:48:32.4,42.42 N,2.29 E,10,-0.1,Ml,Pyrénées-Orientales,Local,ICGC,65262
65255,2017-08-04,18:48:19.2,41.83 N,2.65 E,10,1.0,Ml,Selva,Local,ICGC,65255
65261,2017-08-04,01:10:56.0,42.04 N,1.96 E,22,-0.0,Ml,Berguedà,Local,ICGC,65261
65245,2017-08-03,19:52:53.3,42.59 N,0.90 E,9,0.6,Ml,Alta Ribagorça,Local,ICGC,65245
65251,2017-08-03,02:22:33.5,41.79 N,2.42 E,1,0.1,Ml,Vallès Oriental,Local,ICGC,65251
65242,2017-08-02,20:54:54.2,42.52 N,2.17 E,9,-0.2,Ml,Pyrénées-Orientales,Local,ICGC,65242
65239,2017-08-02,20:32:49.9,41.78 N,2.73 E,13,0.9,Ml,Selva,Local,ICGC,65239
65238,2017-08-02,16:32:19.2,42.46 N,1.71 E,9,1.0,Ml,Cerdanya,Local,ICGC,65238
65235,2017-08-02,10:58:10.9,42.75 N,0.81 E,7,0.8,Ml,Val d'Aran,Local,ICGC,65235
65229,2017-07-31,15:55:04.1,41.82 N,2.67 E,16,0.7,Ml,Selva,Local,ICGC,65229
65228,2017-07-31,15:54:00.5,41.92 N,2.51 E,11,0.3,Ml,Selva,Local,ICGC,65228
65227,2017-07-31,02:06:47.9,42.55 N,0.98 E,16,0.1,Ml,Pallars Sobirà,Local,ICGC,65227
65210,2017-07-30,20:15:33.2,41.84 N,2.65 E,10,1.8,Ml,Selva,Local,ICGC,65210
65218,2017-07-30,11:25:16.7,41.84 N,2.65 E,9,0.3,Ml,Selva,Local,ICGC,65218
65217,2017-07-30,02:56:10.4,42.13 N,2.73 E,14,0.1,Ml,Pla de l'Estany,Local,ICGC,65217
65216,2017-07-30,01:04:33.1,42.41 N,2.32 E,12,-0.8,Ml,Ripollès,Local,ICGC,65216
65215,2017-07-29,23:01:50.1,42.34 N,1.47 E,15,-0.8,Ml,Alt Urgell,Local,ICGC,65215
65214,2017-07-29,21:55:56.4,42.42 N,2.30 E,11,-0.4,Ml,Pyrénées-Orientales,Local,ICGC,65214
65212,2017-07-29,20:11:06.0,42.41 N,2.32 E,12,0.0,Ml,Ripollès,Local,ICGC,65212
65205,2017-07-28,14:11:55.2,42.67 N,0.12 E,4,2.4,Ml,Huesca,Local,ICGC,65205
65202,2017-07-27,21:31:43.4,42.20 N,1.39 E,3,-0.0,Ml,Alt Urgell,Local,ICGC,65202
65196,2017-07-27,15:46:09.6,42.26 N,1.53 E,1,1.0,Ml,Alt Urgell,Local,ICGC,65196
65194,2017-07-26,18:39:35.4,41.88 N,2.67 E,9,0.5,Ml,Selva,Local,ICGC,65194
65191,2017-07-25,07:19:54.5,41.88 N,2.70 E,8,0.6,Ml,Selva,Local,ICGC,65191
65190,2017-07-25,06:33:11.3,41.83 N,2.64 E,13,0.7,Ml,Selva,Local,ICGC,65190
65189,2017-07-25,05:03:17.5,41.83 N,2.63 E,11,0.7,Ml,Selva,Local,ICGC,65189
65187,2017-07-25,00:44:26.7,41.84 N,2.65 E,5,0.7,Ml,Selva,Local,ICGC,65187
65186,2017-07-24,22:33:31.1,42.46 N,1.13 E,7,-0.6,Ml,Pallars Sobirà,Local,ICGC,65186
65185,2017-07-24,20:14:40.1,42.27 N,2.36 E,12,0.2,Ml,Ripollès,Local,ICGC,65185
65182,2017-07-23,13:13:37.7,42.51 N,1.31 E,5,-0.3,Ml,Pallars Sobirà,Local,ICGC,65182
65181,2017-07-23,04:15:06.4,41.12 N,2.06 E,11,0.9,Ml,Costa Baix Llobregat,Local,ICGC,65181
65180,2017-07-22,07:53:05.3,41.90 N,2.06 E,13,0.4,Ml,Osona,Local,ICGC,65180
65137,2017-07-21,12:16:17.6,41.77 N,2.43 E,3,1.5,Ml,Vallès Oriental,Local,ICGC,65137
65179,2017-07-21,01:11:29.8,42.52 N,2.54 E,16,-0.1,Ml,Pyrénées-Orientales,Local,ICGC,65179
65178,2017-07-21,01:08:44.0,42.50 N,2.54 E,14,-0.0,Ml,Pyrénées-Orientales,Local,ICGC,65178
65125,2017-07-21,00:41:35.5,42.50 N,2.53 E,14,0.8,Ml,Pyrénées-Orientales,Local,ICGC,65125
65130,2017-07-20,21:21:10.6,42.50 N,2.54 E,14,-0.2,Ml,Pyrénées-Orientales,Local,ICGC,65130
65129,2017-07-20,19:55:36.7,42.50 N,2.54 E,15,0.3,Ml,Pyrénées-Orientales,Local,ICGC,65129
65128,2017-07-20,16:50:55.2,42.50 N,2.54 E,11,0.5,Ml,Pyrénées-Orientales,Local,ICGC,65128
65123,2017-07-20,16:46:23.1,42.51 N,2.54 E,13,0.9,Ml,Pyrénées-Orientales,Local,ICGC,65123
65122,2017-07-20,16:42:22.1,42.50 N,2.52 E,15,0.4,Ml,Pyrénées-Orientales,Local,ICGC,65122
65127,2017-07-20,06:45:06.0,41.76 N,2.42 E,4,0.8,Ml,Vallès Oriental,Local,ICGC,65127
65117,2017-07-20,04:41:53.7,42.57 N,1.95 E,11,1.0,Ml,Pyrénées-Orientales,Local,ICGC,65117
65126,2017-07-20,03:41:55.8,41.74 N,2.43 E,4,0.2,Ml,Vallès Oriental,Local,ICGC,65126
65116,2017-07-20,01:20:05.0,42.99 N,0.19 E,5,0.9,Ml,Hautes-Pyrénées,Local,ICGC,65116
65115,2017-07-20,00:24:25.2,41.75 N,2.43 E,4,1.1,Ml,Vallès Oriental,Local,ICGC,65115
65118,2017-07-19,18:46:05.1,42.65 N,0.64 E,10,0.1,Ml,Huesca,Local,ICGC,65118
65113,2017-07-19,08:45:07.4,42.70 N,2.04 E,15,0.9,Ml,Ariège,Local,ICGC,65113
65111,2017-07-18,22:52:32.4,41.73 N,2.42 E,4,0.7,Ml,Vallès Oriental,Local,ICGC,65111
65104,2017-07-17,21:33:30.1,42.50 N,0.29 E,4,0.6,Ml,Huesca,Local,ICGC,65104
65102,2017-07-17,18:22:03.1,42.46 N,0.95 E,11,-0.7,Ml,Pallars Jussà,Local,ICGC,65102
65101,2017-07-17,10:39:12.6,41.86 N,2.64 E,8,0.3,Ml,Selva,Local,ICGC,65101
65100,2017-07-17,06:50:18.1,41.83 N,2.65 E,17,0.1,Ml,Selva,Local,ICGC,65100
64595,2017-07-17,06:45:55.4,41.82 N,2.66 E,12,0.6,Ml,Selva,Local,ICGC,64595
64590,2017-07-16,16:05:41.5,41.75 N,2.43 E,4,1.7,Ml,Vallès Oriental,Local,ICGC,64590
65030,2017-07-16,11:14:20.0,42.62 N,2.05 E,5,0.1,Ml,Pyrénées-Orientales,Local,ICGC,65030
64936,2017-07-16,04:09:28.2,41.61 N,2.33 E,4,0.6,Ml,Vallès Oriental,Local,ICGC,64936
64893,2017-07-16,00:50:33.8,42.30 N,1.32 E,9,-0.1,Ml,Alt Urgell,Local,ICGC,64893
64872,2017-07-15,11:43:53.7,42.45 N,1.01 E,6,-0.0,Ml,Pallars Jussà,Local,ICGC,64872
64856,2017-07-15,06:43:36.1,42.71 N,0.50 E,1,0.3,Ml,Haute-Garonne,Local,ICGC,64856
64848,2017-07-15,04:32:14.6,42.42 N,2.24 E,9,0.4,Ml,Ripollès,Local,ICGC,64848
64819,2017-07-15,01:21:01.8,42.39 N,2.17 E,12,0.3,Ml,Ripollès,Local,ICGC,64819
64698,2017-07-14,21:36:25.2,42.38 N,1.02 E,11,-0.2,Ml,Pallars Sobirà,Local,ICGC,64698
64587,2017-07-13,13:26:31.3,42.41 N,1.09 E,4,0.0,Ml,Pallars Sobirà,Local,ICGC,64587
64586,2017-07-13,03:58:20.3,41.87 N,2.63 E,8,0.3,Ml,Selva,Local,ICGC,64586
64585,2017-07-13,01:35:02.7,42.36 N,2.41 E,0,-0.2,Ml,Ripollès,Local,ICGC,64585
63880,2017-07-13,01:13:13.2,42.31 N,2.40 E,6,0.4,Ml,Ripollès,Local,ICGC,63880
63891,2017-07-12,02:24:26.4,42.51 N,2.54 E,14,0.1,Ml,Pyrénées-Orientales,Local,ICGC,63891
63872,2017-07-12,02:21:37.9,42.51 N,2.53 E,13,0.4,Ml,Pyrénées-Orientales,Local,ICGC,63872
63881,2017-07-12,02:17:56.0,42.50 N,2.54 E,12,0.6,Ml,Pyrénées-Orientales,Local,ICGC,63881
63864,2017-07-12,02:17:45.3,42.50 N,2.54 E,12,0.5,Ml,Pyrénées-Orientales,Local,ICGC,63864
63882,2017-07-12,02:09:26.9,42.51 N,2.53 E,16,0.2,Ml,Pyrénées-Orientales,Local,ICGC,63882
63863,2017-07-11,22:13:27.8,42.50 N,2.53 E,11,2.1,Ml,Pyrénées-Orientales,Local,ICGC,63863
63862,2017-07-11,22:12:35.2,42.50 N,2.54 E,14,1.1,Ml,Pyrénées-Orientales,Local,ICGC,63862
63861,2017-07-11,22:11:05.7,42.50 N,2.53 E,13,0.5,Ml,Pyrénées-Orientales,Local,ICGC,63861
63870,2017-07-11,22:05:06.6,42.51 N,2.53 E,14,0.1,Ml,Pyrénées-Orientales,Local,ICGC,63870
63860,2017-07-11,22:01:56.3,42.51 N,2.54 E,13,0.6,Ml,Pyrénées-Orientales,Local,ICGC,63860
63859,2017-07-11,22:00:23.3,42.50 N,2.53 E,13,0.2,Ml,Pyrénées-Orientales,Local,ICGC,63859
63858,2017-07-11,21:57:55.0,42.51 N,2.53 E,12,0.8,Ml,Pyrénées-Orientales,Local,ICGC,63858
63868,2017-07-11,21:45:53.2,42.51 N,2.54 E,13,0.2,Ml,Pyrénées-Orientales,Local,ICGC,63868
63867,2017-07-11,21:42:09.1,42.48 N,2.52 E,13,0.1,Ml,Pyrénées-Orientales,Local,ICGC,63867
63856,2017-07-11,11:54:10.4,42.57 N,1.12 E,10,0.7,Ml,Pallars Sobirà,Local,ICGC,63856
63849,2017-07-10,08:15:44.4,42.28 N,1.39 E,9,0.1,Ml,Alt Urgell,Local,ICGC,63849
63848,2017-07-10,07:55:48.2,41.84 N,2.69 E,7,0.4,Ml,Selva,Local,ICGC,63848
63847,2017-07-10,07:17:34.4,41.86 N,2.65 E,0,0.3,Ml,Selva,Local,ICGC,63847
63435,2017-07-09,18:46:27.7,42.82 N,2.32 E,16,1.1,Ml,Aude,Local,ICGC,63435
63567,2017-07-09,01:54:07.4,42.44 N,1.85 E,9,-0.2,Ml,Cerdanya,Local,ICGC,63567
63430,2017-07-09,00:18:57.2,42.44 N,2.25 E,9,0.4,Ml,Pyrénées-Orientales,Local,ICGC,63430
63566,2017-07-08,22:57:59.7,42.41 N,1.78 E,5,-0.3,Ml,Cerdanya,Local,ICGC,63566
63469,2017-07-08,01:54:03.5,42.42 N,2.30 E,10,-0.2,Ml,Ripollès,Local,ICGC,63469
63423,2017-07-07,19:13:43.6,42.65 N,0.85 E,10,0.7,Ml,Val d'Aran,Local,ICGC,63423
63422,2017-07-07,15:58:31.0,42.98 N,0.20 E,5,1.6,Ml,Hautes-Pyrénées,Local,ICGC,63422
63444,2017-07-07,12:13:37.8,42.26 N,2.02 E,14,-0.1,Ml,Berguedà,Local,ICGC,63444
63443,2017-07-07,12:07:00.5,42.32 N,1.37 E,7,-0.6,Ml,Alt Urgell,Local,ICGC,63443
63442,2017-07-07,11:58:39.9,42.32 N,1.35 E,1,-0.0,Ml,Alt Urgell,Local,ICGC,63442
63441,2017-07-07,10:52:51.1,42.49 N,1.32 E,13,0.3,Ml,Pallars Sobirà,Local,ICGC,63441
63440,2017-07-07,00:36:23.6,41.34 N,3.02 E,12,0.6,Ml,Mar Mediterrània - Menorca,Local,ICGC,63440
63415,2017-07-06,23:24:27.3,42.78 N,0.61 E,13,0.2,Ml,Haute-Garonne,Local,ICGC,63415
63414,2017-07-06,01:39:32.1,41.84 N,2.55 E,20,0.2,Ml,Selva,Local,ICGC,63414
63413,2017-07-06,01:21:39.1,41.83 N,2.65 E,11,0.3,Ml,Selva,Local,ICGC,63413
63406,2017-07-05,03:52:53.9,42.57 N,0.91 E,4,0.1,Ml,Alta Ribagorça,Local,ICGC,63406
63401,2017-07-04,19:41:35.9,41.80 N,2.69 E,11,0.5,Ml,Selva,Local,ICGC,63401
63400,2017-07-04,18:23:31.4,42.55 N,0.99 E,13,-0.1,Ml,Pallars Sobirà,Local,ICGC,63400
63399,2017-07-04,16:43:31.3,42.29 N,1.32 E,16,-0.6,Ml,Alt Urgell,Local,ICGC,63399
63396,2017-07-04,08:51:31.1,42.42 N,1.88 E,7,1.4,Ml,Cerdanya,Local,ICGC,63396
63390,2017-07-04,01:57:53.3,41.78 N,2.74 E,8,1.0,Ml,Selva,Local,ICGC,63390
63395,2017-07-03,17:37:16.9,41.83 N,2.66 E,12,0.3,Ml,Selva,Local,ICGC,63395
63394,2017-07-03,17:35:02.8,41.83 N,2.67 E,8,0.4,Ml,Selva,Local,ICGC,63394
63389,2017-07-03,14:09:02.4,42.27 N,2.27 E,7,0.7,Ml,Ripollès,Local,ICGC,63389
63392,2017-07-03,03:41:14.2,42.58 N,0.77 E,16,0.0,Ml,Alta Ribagorça,Local,ICGC,63392
63391,2017-07-03,03:12:47.2,42.36 N,1.16 E,3,-0.3,Ml,Pallars Sobirà,Local,ICGC,63391
63385,2017-07-02,20:58:07.1,41.83 N,2.66 E,7,0.7,Ml,Selva,Local,ICGC,63385
63384,2017-07-02,10:57:01.5,41.76 N,2.81 E,11,0.6,Ml,Selva,Local,ICGC,63384
63383,2017-07-01,23:55:47.8,42.63 N,0.86 E,10,0.6,Ml,Val d'Aran,Local,ICGC,63383
63372,2017-07-01,23:35:05.2,42.63 N,0.85 E,8,1.1,Ml,Val d'Aran,Local,ICGC,63372
63379,2017-07-01,15:46:42.0,41.82 N,2.66 E,12,0.7,Ml,Selva,Local,ICGC,63379
63371,2017-07-01,15:06:23.7,41.66 N,2.40 E,4,0.9,Ml,Vallès Oriental,Local,ICGC,63371
63370,2017-07-01,13:36:08.7,42.42 N,2.30 E,10,1.2,Ml,Pyrénées-Orientales,Local,ICGC,63370
63378,2017-07-01,12:55:55.4,42.44 N,1.86 E,12,-0.1,Ml,Cerdanya,Local,ICGC,63378
63375,2017-06-30,08:46:50.5,42.48 N,1.70 E,9,0.3,Ml,Cerdanya,Local,ICGC,63375
63365,2017-06-29,23:54:23.3,42.47 N,1.01 E,3,0.5,Ml,Pallars Jussà,Local,ICGC,63365
63364,2017-06-29,23:42:22.4,41.83 N,2.65 E,10,0.7,Ml,Selva,Local,ICGC,63364
63363,2017-06-29,23:32:17.1,42.30 N,1.35 E,10,0.2,Ml,Alt Urgell,Local,ICGC,63363
63362,2017-06-29,16:17:52.9,42.34 N,1.40 E,9,-0.6,Ml,Alt Urgell,Local,ICGC,63362
63361,2017-06-29,08:59:32.3,42.56 N,1.02 E,11,0.5,Ml,Pallars Sobirà,Local,ICGC,63361
63360,2017-06-29,02:57:06.7,41.81 N,2.63 E,13,0.2,Ml,Selva,Local,ICGC,63360
63358,2017-06-28,06:44:55.7,41.81 N,2.66 E,16,0.7,Ml,Selva,Local,ICGC,63358
63347,2017-06-27,22:13:04.2,41.84 N,2.65 E,10,-0.2,Ml,Selva,Local,ICGC,63347
63336,2017-06-27,19:46:17.3,42.37 N,2.34 E,7,0.5,Ml,Ripollès,Local,ICGC,63336
63346,2017-06-27,18:09:21.3,41.83 N,2.66 E,9,0.7,Ml,Selva,Local,ICGC,63346
63345,2017-06-27,13:40:23.4,41.83 N,2.65 E,10,1.1,Ml,Selva,Local,ICGC,63345
63335,2017-06-27,13:39:27.2,41.83 N,2.66 E,10,2.0,Ml,Selva,Local,ICGC,63335
63343,2017-06-27,03:10:40.7,41.84 N,1.77 E,10,0.4,Ml,Bages,Local,ICGC,63343
63342,2017-06-27,02:24:34.1,41.82 N,2.67 E,11,0.3,Ml,Selva,Local,ICGC,63342
63341,2017-06-27,00:18:36.3,42.56 N,0.38 E,10,0.4,Ml,Huesca,Local,ICGC,63341
63340,2017-06-27,00:01:44.7,42.42 N,2.13 E,7,-0.2,Ml,Pyrénées-Orientales,Local,ICGC,63340
63333,2017-06-26,20:22:39.8,42.29 N,1.09 E,12,-0.3,Ml,Pallars Sobirà,Local,ICGC,63333
63332,2017-06-26,02:02:06.7,41.89 N,2.79 E,14,0.1,Ml,Selva,Local,ICGC,63332
63306,2017-06-26,01:40:48.6,42.31 N,1.32 E,3,0.8,Ml,Alt Urgell,Local,ICGC,63306
63305,2017-06-26,01:14:22.2,41.82 N,2.66 E,13,0.7,Ml,Selva,Local,ICGC,63305
63331,2017-06-26,00:54:16.2,41.92 N,2.61 E,4,-0.1,Ml,Selva,Local,ICGC,63331
63326,2017-06-25,18:53:50.7,41.81 N,2.66 E,12,-0.1,Ml,Selva,Local,ICGC,63326
63302,2017-06-25,14:11:34.1,41.04 N,1.08 E,6,1.1,Ml,Costa Baix Camp,Local,ICGC,63302
63301,2017-06-25,10:36:33.1,42.45 N,1.74 E,9,0.9,Ml,Cerdanya,Local,ICGC,63301
63323,2017-06-25,08:12:57.8,42.47 N,1.75 E,12,0.2,Ml,Cerdanya,Local,ICGC,63323
63300,2017-06-25,08:09:25.4,42.45 N,1.74 E,6,1.1,Ml,Cerdanya,Local,ICGC,63300
63322,2017-06-25,07:59:44.7,42.47 N,1.74 E,11,0.4,Ml,Cerdanya,Local,ICGC,63322
63321,2017-06-25,07:57:02.0,42.57 N,1.76 E,12,-0.2,Ml,Andorra,Local,ICGC,63321
63320,2017-06-25,07:56:16.7,42.42 N,1.75 E,11,-0.4,Ml,Cerdanya,Local,ICGC,63320
63319,2017-06-25,06:36:47.5,41.87 N,2.65 E,9,0.1,Ml,Selva,Local,ICGC,63319
63318,2017-06-25,04:44:16.6,42.49 N,1.75 E,8,-0.3,Ml,Cerdanya,Local,ICGC,63318
63296,2017-06-24,16:33:25.1,42.52 N,1.97 E,9,0.4,Ml,Pyrénées-Orientales,Local,ICGC,63296
63316,2017-06-23,19:20:19.2,41.83 N,2.64 E,17,0.2,Ml,Selva,Local,ICGC,63316
63314,2017-06-23,17:51:22.2,41.78 N,2.69 E,10,0.3,Ml,Selva,Local,ICGC,63314
63313,2017-06-23,16:21:49.3,41.69 N,2.46 E,4,0.5,Ml,Vallès Oriental,Local,ICGC,63313
63312,2017-06-23,14:07:58.7,42.52 N,1.01 E,12,0.2,Ml,Pallars Jussà,Local,ICGC,63312
63311,2017-06-23,06:14:02.1,41.84 N,2.65 E,3,0.3,Ml,Selva,Local,ICGC,63311
63310,2017-06-23,06:11:08.1,41.84 N,2.65 E,10,0.4,Ml,Selva,Local,ICGC,63310
63309,2017-06-23,00:47:58.0,41.46 N,2.31 E,9,0.4,Ml,Costa Maresme,Local,ICGC,63309
63308,2017-06-22,05:31:06.5,42.34 N,2.19 E,5,-0.3,Ml,Ripollès,Local,ICGC,63308
63265,2017-06-22,03:50:00.0,40.98 N,1.51 E,70,1.3,Ml,Costa Tarragonès,Local,ICGC,63265
63285,2017-06-21,11:13:31.3,41.83 N,2.66 E,11,0.6,Ml,Selva,Local,ICGC,63285
63283,2017-06-21,05:26:46.1,42.34 N,0.61 E,1,-0.1,Ml,Huesca,Local,ICGC,63283
63282,2017-06-21,03:43:12.0,42.58 N,0.89 E,14,-0.3,Ml,Alta Ribagorça,Local,ICGC,63282
63281,2017-06-21,03:18:49.8,42.36 N,0.60 E,1,0.2,Ml,Huesca,Local,ICGC,63281
63280,2017-06-20,23:44:05.8,42.59 N,1.28 E,5,0.0,Ml,Pallars Sobirà,Local,ICGC,63280
63279,2017-06-20,22:31:27.7,42.31 N,0.61 E,12,-0.0,Ml,Huesca,Local,ICGC,63279
63276,2017-06-20,20:56:44.7,42.37 N,0.63 E,1,0.3,Ml,Huesca,Local,ICGC,63276
63275,2017-06-20,19:55:42.3,42.35 N,0.72 E,12,-0.3,Ml,Huesca,Local,ICGC,63275
63274,2017-06-20,16:15:33.2,41.84 N,2.65 E,9,0.4,Ml,Selva,Local,ICGC,63274
63245,2017-06-20,00:28:34.6,41.83 N,2.65 E,9,1.0,Ml,Selva,Local,ICGC,63245
63249,2017-06-19,06:27:11.3,42.77 N,1.26 E,16,0.4,Ml,Ariège,Local,ICGC,63249
63248,2017-06-19,04:07:02.2,41.83 N,2.66 E,9,0.4,Ml,Selva,Local,ICGC,63248
63247,2017-06-19,01:14:58.4,42.43 N,1.77 E,8,-0.0,Ml,Cerdanya,Local,ICGC,63247
63225,2017-06-19,00:11:16.2,41.83 N,2.66 E,10,1.6,Ml,Selva,Local,ICGC,63225
63242,2017-06-18,19:53:54.1,41.82 N,2.66 E,14,-0.2,Ml,Selva,Local,ICGC,63242
63241,2017-06-18,15:18:06.8,41.87 N,2.64 E,6,-0.1,Ml,Selva,Local,ICGC,63241
63240,2017-06-18,07:01:03.6,41.83 N,2.66 E,13,-0.4,Ml,Selva,Local,ICGC,63240
63239,2017-06-18,05:41:02.7,42.50 N,1.30 E,4,-0.8,Ml,Pallars Sobirà,Local,ICGC,63239
63238,2017-06-18,03:52:15.3,42.45 N,1.27 E,9,-0.4,Ml,Pallars Sobirà,Local,ICGC,63238
63237,2017-06-17,20:21:38.6,41.80 N,2.65 E,13,0.1,Ml,Selva,Local,ICGC,63237
63236,2017-06-17,15:42:33.8,42.32 N,1.34 E,1,0.2,Ml,Alt Urgell,Local,ICGC,63236
63235,2017-06-17,10:46:49.2,42.51 N,2.16 E,2,-0.7,Ml,Pyrénées-Orientales,Local,ICGC,63235
63217,2017-06-17,06:54:01.6,42.56 N,2.13 E,5,0.4,Ml,Pyrénées-Orientales,Local,ICGC,63217
63232,2017-06-17,01:28:00.3,42.30 N,2.12 E,12,-0.5,Ml,Ripollès,Local,ICGC,63232
63231,2017-06-16,23:38:42.3,41.87 N,2.64 E,7,0.2,Ml,Selva,Local,ICGC,63231
63230,2017-06-16,23:35:07.2,41.77 N,2.69 E,10,-0.2,Ml,Selva,Local,ICGC,63230
63229,2017-06-16,23:17:07.8,41.87 N,2.61 E,11,-0.4,Ml,Selva,Local,ICGC,63229
63228,2017-06-16,20:18:44.2,42.53 N,0.93 E,5,-0.4,Ml,Alta Ribagorça,Local,ICGC,63228
63216,2017-06-16,20:00:14.5,42.27 N,1.38 E,9,0.6,Ml,Alt Urgell,Local,ICGC,63216
