Codi,Data(TU),Hora(TU),Lat(°),Lon(°),Prof.(km),Mag,Tipus Mag,Regió,Àrea,Font,Codi
67299,2018-06-05,10:22:38.3,41.76 N,2.73 E,4,0.4,Ml,Selva,Local,ICGC,67299
67296,2018-06-05,10:05:57.4,42.72 N,2.78 E,9,0.2,Ml,Pyrénées-Orientales,Local,ICGC,67296
67285,2018-06-05,08:49:19.2,42.45 N,2.89 E,3,1.3,Ml,Alt Empordà,Local,ICGC,67285
67283,2018-06-04,22:39:21.6,40.98 N,1.63 E,4,0.9,Ml,Mar Mediterrània - Balears,Local,ICGC,67283
67275,2018-06-04,22:08:56.9,42.99 N,0.17 E,4,1.3,Ml,Hautes-Pyrénées,Local,ICGC,67275
67282,2018-06-04,03:26:03.3,40.74 N,0.85 E,7,0.6,Ml,Costa Baix Ebre,Local,ICGC,67282
67280,2018-06-03,22:36:13.2,41.78 N,2.91 E,10,0.2,Ml,Gironès,Local,ICGC,67280
67279,2018-06-03,19:23:12.1,42.85 N,0.68 E,8,0.5,Ml,Haute-Garonne,Local,ICGC,67279
67278,2018-06-03,06:07:54.8,42.52 N,3.01 E,11,-0.3,Ml,Pyrénées-Orientales,Local,ICGC,67278
67277,2018-06-03,05:32:19.9,42.20 N,2.85 E,3,0.1,Ml,Alt Empordà,Local,ICGC,67277
67273,2018-06-03,02:32:45.5,42.23 N,1.49 E,0,0.1,Ml,Alt Urgell,Local,ICGC,67273
67274,2018-06-03,02:29:40.5,41.77 N,2.74 E,4,0.1,Ml,Selva,Local,ICGC,67274
67272,2018-06-03,00:28:45.0,42.25 N,1.01 E,0,-0.3,Ml,Pallars Jussà,Local,ICGC,67272
67251,2018-06-01,03:42:28.5,40.75 N,0.86 E,7,0.5,Ml,Costa Baix Ebre,Local,ICGC,67251
67250,2018-06-01,03:40:12.8,40.76 N,0.85 E,4,0.9,Ml,Costa Baix Ebre,Local,ICGC,67250
67231,2018-05-31,15:38:09.3,42.59 N,2.12 E,4,1.1,Ml,Pyrénées-Orientales,Local,ICGC,67231
67236,2018-05-31,05:17:13.6,41.92 N,2.08 E,14,0.6,Ml,Osona,Local,ICGC,67236
67235,2018-05-31,05:17:10.5,41.93 N,2.08 E,14,0.6,Ml,Osona,Local,ICGC,67235
67226,2018-05-30,16:35:11.0,41.75 N,2.50 E,8,1.6,Ml,Vallès Oriental,Local,ICGC,67226
67224,2018-05-29,03:44:51.6,40.75 N,0.88 E,8,0.3,Ml,Costa Baix Ebre,Local,ICGC,67224
67219,2018-05-29,00:10:33.2,42.65 N,1.37 E,9,-0.2,Ml,Pallars Sobirà,Local,ICGC,67219
67218,2018-05-28,22:32:40.7,41.90 N,2.75 E,2,0.4,Ml,Selva,Local,ICGC,67218
67216,2018-05-28,16:33:51.2,40.75 N,0.87 E,9,0.9,Ml,Costa Baix Ebre,Local,ICGC,67216
67205,2018-05-28,05:07:28.7,40.72 N,0.92 E,14,2.0,Ml,Costa Montsià,Local,ICGC,67205
67214,2018-05-27,14:20:11.9,42.27 N,1.32 E,0,-0.1,Ml,Alt Urgell,Local,ICGC,67214
67213,2018-05-26,22:16:45.6,42.21 N,1.53 E,7,0.8,Ml,Alt Urgell,Local,ICGC,67213
67212,2018-05-26,20:52:23.6,42.18 N,1.40 E,1,0.4,Ml,Alt Urgell,Local,ICGC,67212
67210,2018-05-25,23:58:09.9,41.93 N,2.69 E,9,0.6,Ml,Selva,Local,ICGC,67210
67206,2018-05-25,08:19:49.9,40.72 N,0.89 E,12,1.2,Ml,Costa Baix Ebre,Local,ICGC,67206
67191,2018-05-24,23:26:44.2,42.66 N,0.76 E,12,0.7,Ml,Val d'Aran,Local,ICGC,67191
67190,2018-05-24,22:17:43.7,42.55 N,0.43 E,2,0.9,Ml,Huesca,Local,ICGC,67190
67197,2018-05-24,15:03:59.7,41.84 N,2.65 E,5,0.3,Ml,Selva,Local,ICGC,67197
67195,2018-05-24,15:03:36.6,41.84 N,2.65 E,7,-0.3,Ml,Selva,Local,ICGC,67195
67194,2018-05-24,15:02:18.6,41.82 N,2.66 E,5,0.4,Ml,Selva,Local,ICGC,67194
67193,2018-05-24,04:56:28.5,42.50 N,1.09 E,11,-0.5,Ml,Pallars Sobirà,Local,ICGC,67193
67188,2018-05-23,15:09:07.3,41.76 N,2.74 E,1,0.0,Ml,Selva,Local,ICGC,67188
67187,2018-05-23,00:22:44.6,42.50 N,1.08 E,11,-0.5,Ml,Pallars Sobirà,Local,ICGC,67187
67186,2018-05-23,00:12:37.0,41.67 N,2.66 E,8,-0.5,Ml,Maresme,Local,ICGC,67186
67185,2018-05-22,22:48:33.3,41.19 N,2.48 E,9,1.0,Ml,Mar Mediterrània - Balears,Local,ICGC,67185
67184,2018-05-22,22:28:45.2,41.17 N,2.48 E,8,0.6,Ml,Mar Mediterrània - Balears,Local,ICGC,67184
67183,2018-05-22,20:55:42.4,41.15 N,2.45 E,11,1.1,Ml,Mar Mediterrània - Balears,Local,ICGC,67183
67181,2018-05-22,17:46:56.2,41.76 N,2.75 E,8,-0.2,Ml,Selva,Local,ICGC,67181
67169,2018-05-22,17:25:24.7,41.14 N,2.46 E,5,1.9,Ml,Mar Mediterrània - Balears,Local,ICGC,67169
67166,2018-05-22,14:36:09.4,41.18 N,2.47 E,11,1.6,Ml,Mar Mediterrània - Balears,Local,ICGC,67166
67179,2018-05-22,11:39:37.4,42.50 N,1.08 E,11,0.1,Ml,Pallars Sobirà,Local,ICGC,67179
67162,2018-05-22,08:23:59.5,41.77 N,2.74 E,4,2.0,Ml,Selva,Local,ICGC,67162
67157,2018-05-22,06:34:57.0,41.79 N,2.74 E,1,0.9,Ml,Selva,Local,ICGC,67157
67178,2018-05-21,16:42:59.2,41.84 N,2.66 E,9,-0.4,Ml,Selva,Local,ICGC,67178
67176,2018-05-20,23:16:43.3,41.24 N,3.20 E,7,0.4,Ml,Mar Mediterrània - Menorca,Local,ICGC,67176
67173,2018-05-20,21:00:25.8,40.65 N,0.98 E,5,-0.1,Ml,Costa Montsià,Local,ICGC,67173
67172,2018-05-20,19:39:54.4,41.84 N,2.66 E,7,-0.1,Ml,Selva,Local,ICGC,67172
67168,2018-05-20,19:32:31.3,41.84 N,2.65 E,4,0.0,Ml,Selva,Local,ICGC,67168
67167,2018-05-20,05:50:02.5,42.73 N,0.86 E,7,0.3,Ml,Val d'Aran,Local,ICGC,67167
67150,2018-05-19,19:52:22.5,42.23 N,1.09 E,0,0.8,Ml,Pallars Jussà,Local,ICGC,67150
67137,2018-05-16,23:53:05.8,42.55 N,1.00 E,7,-0.6,Ml,Pallars Sobirà,Local,ICGC,67137
67136,2018-05-16,11:21:15.7,42.92 N,0.39 E,0,0.3,Ml,Hautes-Pyrénées,Local,ICGC,67136
67088,2018-05-16,01:54:49.1,42.78 N,0.44 E,5,0.0,Ml,Hautes-Pyrénées,Local,ICGC,67088
67087,2018-05-15,20:45:12.2,42.23 N,1.29 E,0,0.2,Ml,Alt Urgell,Local,ICGC,67087
67080,2018-05-15,04:25:31.3,42.47 N,0.53 E,5,0.4,Ml,Huesca,Local,ICGC,67080
67077,2018-05-14,16:33:29.6,42.54 N,0.41 E,4,0.6,Ml,Huesca,Local,ICGC,67077
67075,2018-05-14,01:53:38.7,42.24 N,1.39 E,0,-0.3,Ml,Alt Urgell,Local,ICGC,67075
67073,2018-05-13,07:24:57.0,42.45 N,1.75 E,4,0.4,Ml,Cerdanya,Local,ICGC,67073
67072,2018-05-12,15:12:31.2,42.22 N,2.40 E,0,0.2,Ml,Garrotxa,Local,ICGC,67072
67071,2018-05-12,08:13:16.2,42.58 N,1.30 E,6,0.1,Ml,Pallars Sobirà,Local,ICGC,67071
67066,2018-05-11,21:21:19.4,42.49 N,1.00 E,4,1.6,Ml,Pallars Jussà,Local,ICGC,67066
67050,2018-05-10,22:19:41.5,42.55 N,0.43 E,4,2.2,Ml,Huesca,Local,ICGC,67050
67035,2018-05-10,14:05:41.6,42.67 N,2.20 E,4,1.2,Ml,Aude,Local,ICGC,67035
67010,2018-05-09,00:03:07.4,42.21 N,1.53 E,0,1.4,Ml,Alt Urgell,Local,ICGC,67010
66991,2018-05-08,03:39:29.0,42.99 N,0.20 E,4,0.9,Ml,Hautes-Pyrénées,Local,ICGC,66991
67005,2018-05-07,03:03:29.3,42.61 N,0.91 E,0,0.0,Ml,Val d'Aran,Local,ICGC,67005
66980,2018-05-07,01:55:52.8,42.41 N,2.31 E,7,0.1,Ml,Ripollès,Local,ICGC,66980
67002,2018-05-06,22:09:41.8,42.49 N,1.30 E,0,0.1,Ml,Pallars Sobirà,Local,ICGC,67002
67001,2018-05-06,21:49:09.5,41.85 N,2.65 E,14,-0.6,Ml,Selva,Local,ICGC,67001
66999,2018-05-06,11:12:59.6,41.77 N,2.74 E,5,0.0,Ml,Selva,Local,ICGC,66999
66998,2018-05-06,10:05:44.2,42.50 N,1.30 E,1,-0.5,Ml,Pallars Sobirà,Local,ICGC,66998
66997,2018-05-06,10:05:30.6,42.50 N,1.30 E,0,-0.7,Ml,Pallars Sobirà,Local,ICGC,66997
66996,2018-05-06,10:01:00.4,42.50 N,1.30 E,2,-0.3,Ml,Pallars Sobirà,Local,ICGC,66996
66995,2018-05-06,07:56:53.9,42.53 N,0.44 E,0,0.5,Ml,Huesca,Local,ICGC,66995
66994,2018-05-06,07:41:56.5,42.53 N,0.47 E,0,0.8,Ml,Huesca,Local,ICGC,66994
66979,2018-05-06,07:18:27.2,42.54 N,0.44 E,5,2.4,Ml,Huesca,Local,ICGC,66979
66978,2018-05-06,07:03:03.8,42.77 N,2.82 E,5,1.4,Ml,Pyrénées-Orientales,Local,ICGC,66978
66977,2018-05-06,06:15:22.9,42.53 N,0.46 E,0,1.4,Ml,Huesca,Local,ICGC,66977
