Codi,Data(TU),Hora(TU),Lat(°),Lon(°),Prof.(km),Mag,Tipus Mag,Regió,Àrea,Font,Codi
79413,2019-07-31,17:51:34.9,41.83 N,2.77 E,9,0.4,Ml,Selva,Local,ICGC,79413
79409,2019-07-31,00:57:54.2,42.24 N,1.70 E,0,0.7,Ml,Berguedà,Local,ICGC,79409
79399,2019-07-30,08:40:09.1,42.50 N,1.82 E,10,0.3,Ml,Pyrénées-Orientales,Local,ICGC,79399
79410,2019-07-29,23:13:17.1,42.95 N,0.12 E,14,0.2,Ml,Hautes-Pyrénées,Local,ICGC,79410
79397,2019-07-28,17:09:22.3,40.96 N,1.85 E,5,1.0,Ml,Mar Mediterrània - Balears,Local,ICGC,79397
79398,2019-07-28,16:56:11.2,42.63 N,0.81 E,7,-0.2,Ml,Val d'Aran,Local,ICGC,79398
79396,2019-07-28,14:37:15.9,41.02 N,1.84 E,0,0.9,Ml,Mar Mediterrània - Balears,Local,ICGC,79396
79395,2019-07-27,06:24:11.4,40.98 N,1.86 E,5,0.5,Ml,Mar Mediterrània - Balears,Local,ICGC,79395
79394,2019-07-27,04:46:12.3,40.99 N,1.89 E,0,0.7,Ml,Mar Mediterrània - Balears,Local,ICGC,79394
79393,2019-07-27,04:22:52.8,40.98 N,1.89 E,0,0.5,Ml,Mar Mediterrània - Balears,Local,ICGC,79393
79386,2019-07-27,03:12:35.5,40.87 N,1.91 E,5,2.3,Ml,Mar Mediterrània - Balears,Local,ICGC,79386
79392,2019-07-26,04:30:17.7,42.80 N,2.29 E,5,0.6,Ml,Aude,Local,ICGC,79392
79383,2019-07-25,07:40:02.1,42.93 N,2.00 E,3,0.4,Ml,Aude,Local,ICGC,79383
79382,2019-07-25,06:14:20.8,42.82 N,0.60 E,5,0.0,Ml,Haute-Garonne,Local,ICGC,79382
79369,2019-07-23,23:41:03.1,42.65 N,0.70 E,10,-0.6,Ml,Val d'Aran,Local,ICGC,79369
79368,2019-07-23,23:38:11.1,42.64 N,0.79 E,7,-0.1,Ml,Val d'Aran,Local,ICGC,79368
79372,2019-07-23,22:48:31.6,42.30 N,1.72 E,2,-0.2,Ml,Cerdanya,Local,ICGC,79372
79371,2019-07-23,22:45:42.6,42.30 N,1.70 E,4,-0.2,Ml,Cerdanya,Local,ICGC,79371
79377,2019-07-22,15:28:22.5,42.59 N,1.02 E,5,0.1,Ml,Pallars Sobirà,Local,ICGC,79377
79378,2019-07-22,12:24:20.9,42.36 N,1.38 E,0,0.4,Ml,Alt Urgell,Local,ICGC,79378
79361,2019-07-22,00:52:06.1,42.67 N,1.14 E,12,-0.7,Ml,Pallars Sobirà,Local,ICGC,79361
79357,2019-07-20,06:21:17.9,42.59 N,1.01 E,3,-0.0,Ml,Pallars Sobirà,Local,ICGC,79357
79355,2019-07-20,05:03:52.7,42.51 N,1.13 E,8,-1.2,Ml,Pallars Sobirà,Local,ICGC,79355
79358,2019-07-19,23:34:11.2,42.58 N,1.02 E,2,-0.9,Ml,Pallars Sobirà,Local,ICGC,79358
79356,2019-07-19,23:25:43.5,42.59 N,1.02 E,0,-0.9,Ml,Pallars Sobirà,Local,ICGC,79356
79354,2019-07-19,11:52:37.2,42.59 N,1.01 E,3,-0.9,Ml,Pallars Sobirà,Local,ICGC,79354
79330,2019-07-19,00:01:27.4,42.83 N,1.49 E,18,0.6,Ml,Ariège,Local,ICGC,79330
79333,2019-07-18,22:43:02.5,40.98 N,1.87 E,0,0.6,Ml,Mar Mediterrània - Balears,Local,ICGC,79333
79331,2019-07-18,14:48:02.4,42.97 N,0.21 E,4,0.2,Ml,Hautes-Pyrénées,Local,ICGC,79331
79325,2019-07-18,10:09:56.4,42.71 N,0.60 E,7,0.3,Ml,Haute-Garonne,Local,ICGC,79325
79328,2019-07-17,03:03:04.5,40.66 N,1.33 E,6,0.4,Ml,Mar Mediterrània - Balears,Local,ICGC,79328
79324,2019-07-16,19:33:23.5,42.41 N,1.05 E,3,-0.2,Ml,Pallars Sobirà,Local,ICGC,79324
79307,2019-07-16,11:50:57.9,42.57 N,0.88 E,0,0.5,Ml,Alta Ribagorça,Local,ICGC,79307
79304,2019-07-16,06:59:40.2,42.58 N,0.88 E,0,1.2,Ml,Alta Ribagorça,Local,ICGC,79304
79323,2019-07-15,23:09:03.7,42.54 N,1.04 E,2,-0.7,Ml,Pallars Sobirà,Local,ICGC,79323
79322,2019-07-15,21:30:37.8,42.41 N,2.29 E,9,-0.3,Ml,Ripollès,Local,ICGC,79322
79303,2019-07-15,19:03:26.6,41.63 N,2.28 E,5,1.3,Ml,Vallès Oriental,Local,ICGC,79303
79293,2019-07-14,17:57:16.6,42.59 N,1.01 E,2,0.7,Ml,Pallars Sobirà,Local,ICGC,79293
79319,2019-07-14,15:31:06.6,42.59 N,1.03 E,3,-0.6,Ml,Pallars Sobirà,Local,ICGC,79319
79291,2019-07-14,07:37:14.0,42.59 N,1.01 E,3,1.3,Ml,Pallars Sobirà,Local,ICGC,79291
79314,2019-07-14,07:13:10.4,41.82 N,2.79 E,10,0.1,Ml,Selva,Local,ICGC,79314
79313,2019-07-14,05:08:46.2,42.52 N,1.72 E,5,-0.8,Ml,Andorra,Local,ICGC,79313
79309,2019-07-13,23:43:46.1,42.54 N,0.98 E,10,-0.4,Ml,Pallars Jussà,Local,ICGC,79309
79308,2019-07-13,16:52:37.7,42.54 N,0.97 E,0,-0.6,Ml,Pallars Jussà,Local,ICGC,79308
79306,2019-07-13,15:24:27.5,42.54 N,0.98 E,11,-0.8,Ml,Pallars Jussà,Local,ICGC,79306
79305,2019-07-13,15:22:55.5,42.54 N,0.97 E,5,0.2,Ml,Pallars Jussà,Local,ICGC,79305
79300,2019-07-13,02:59:58.3,41.80 N,2.59 E,0,0.3,Ml,Selva,Local,ICGC,79300
79299,2019-07-13,00:56:04.0,41.85 N,2.75 E,0,0.4,Ml,Selva,Local,ICGC,79299
79301,2019-07-12,00:10:38.9,42.59 N,1.00 E,2,-0.2,Ml,Pallars Sobirà,Local,ICGC,79301
79283,2019-07-11,23:54:10.6,42.54 N,0.99 E,0,-0.8,Ml,Pallars Jussà,Local,ICGC,79283
79279,2019-07-11,21:56:27.7,41.74 N,2.93 E,0,0.1,Ml,Selva,Local,ICGC,79279
79282,2019-07-11,20:58:34.6,42.59 N,0.87 E,12,-0.3,Ml,Alta Ribagorça,Local,ICGC,79282
79236,2019-07-11,00:26:54.6,41.47 N,3.04 E,5,1.0,Ml,Mar Mediterrània - Menorca,Local,ICGC,79236
79239,2019-07-10,21:08:31.1,40.40 N,0.66 E,2,0.4,Ml,Costa Castelló,Local,ICGC,79239
79237,2019-07-10,21:03:44.9,40.42 N,0.71 E,2,0.2,Ml,Costa Castelló,Local,ICGC,79237
79232,2019-07-08,22:00:31.2,41.84 N,2.77 E,5,-0.1,Ml,Selva,Local,ICGC,79232
79182,2019-07-07,15:50:46.2,42.68 N,0.57 E,0,1.0,Ml,Huesca,Local,ICGC,79182
79179,2019-07-07,13:56:43.0,41.83 N,2.77 E,5,2.3,Ml,Selva,Local,ICGC,79179
79202,2019-07-06,23:42:32.6,42.25 N,1.70 E,19,0.1,Ml,Berguedà,Local,ICGC,79202
79200,2019-07-06,22:16:01.9,42.57 N,0.98 E,0,-1.0,Ml,Pallars Sobirà,Local,ICGC,79200
79192,2019-07-06,03:59:37.6,42.79 N,1.97 E,5,-0.3,Ml,Aude,Local,ICGC,79192
79191,2019-07-06,00:07:08.2,41.78 N,2.83 E,13,0.2,Ml,Selva,Local,ICGC,79191
79188,2019-07-05,05:08:49.9,42.35 N,1.33 E,0,-0.4,Ml,Alt Urgell,Local,ICGC,79188
79178,2019-07-04,20:24:53.9,42.55 N,1.01 E,2,-1.1,Ml,Pallars Sobirà,Local,ICGC,79178
79172,2019-07-04,02:02:16.5,42.29 N,1.32 E,7,-1.0,Ml,Alt Urgell,Local,ICGC,79172
79140,2019-07-03,11:38:32.2,42.58 N,0.93 E,4,0.8,Ml,Alta Ribagorça,Local,ICGC,79140
79157,2019-07-03,11:12:14.5,42.57 N,0.93 E,5,0.4,Ml,Alta Ribagorça,Local,ICGC,79157
79159,2019-07-03,06:28:28.2,42.33 N,1.62 E,2,0.0,Ml,Alt Urgell,Local,ICGC,79159
79158,2019-07-03,03:57:56.5,42.28 N,1.68 E,0,-0.1,Ml,Berguedà,Local,ICGC,79158
79156,2019-07-03,00:49:14.4,42.25 N,1.34 E,0,-0.3,Ml,Alt Urgell,Local,ICGC,79156
79150,2019-07-02,08:56:49.5,42.41 N,2.11 E,10,0.0,Ml,Pyrénées-Orientales,Local,ICGC,79150
79073,2019-07-02,03:29:13.2,41.71 N,2.85 E,0,0.9,Ml,Selva,Local,ICGC,79073
79134,2019-07-02,02:36:59.7,42.25 N,1.62 E,0,0.1,Ml,Alt Urgell,Local,ICGC,79134
79072,2019-07-01,22:24:22.9,41.72 N,2.10 E,4,0.5,Ml,Moianès,Local,ICGC,79072
79128,2019-07-01,17:31:33.1,42.42 N,1.22 E,3,0.3,Ml,Pallars Sobirà,Local,ICGC,79128
79121,2019-07-01,11:20:48.3,42.59 N,0.90 E,5,-0.2,Ml,Alta Ribagorça,Local,ICGC,79121
79102,2019-06-30,19:53:46.2,42.46 N,1.31 E,0,-0.0,Ml,Pallars Sobirà,Local,ICGC,79102
79099,2019-06-30,13:15:25.7,42.41 N,2.30 E,0,0.1,Ml,Ripollès,Local,ICGC,79099
79089,2019-06-29,23:46:37.6,42.40 N,2.19 E,5,-0.9,Ml,Ripollès,Local,ICGC,79089
79088,2019-06-29,21:19:49.2,41.90 N,2.11 E,13,-0.2,Ml,Moianès,Local,ICGC,79088
79086,2019-06-29,21:09:19.0,41.84 N,2.56 E,6,-0.3,Ml,Selva,Local,ICGC,79086
79083,2019-06-29,11:38:29.2,42.37 N,1.49 E,7,-0.1,Ml,Alt Urgell,Local,ICGC,79083
79082,2019-06-29,11:04:56.1,42.66 N,2.03 E,1,0.6,Ml,Ariège,Local,ICGC,79082
79081,2019-06-29,10:55:57.9,42.36 N,1.47 E,0,0.2,Ml,Alt Urgell,Local,ICGC,79081
79053,2019-06-29,10:37:26.1,42.38 N,1.48 E,4,0.8,Ml,Alt Urgell,Local,ICGC,79053
79080,2019-06-29,09:07:58.4,42.36 N,1.47 E,0,-0.0,Ml,Alt Urgell,Local,ICGC,79080
79078,2019-06-29,08:58:14.1,42.36 N,1.48 E,1,-0.0,Ml,Alt Urgell,Local,ICGC,79078
79077,2019-06-29,08:56:35.4,42.37 N,1.47 E,0,0.0,Ml,Alt Urgell,Local,ICGC,79077
79162,2019-06-29,08:33:36.2,42.37 N,1.47 E,0,-0.3,Ml,Alt Urgell,Local,ICGC,79162
79076,2019-06-29,08:33:28.5,42.38 N,1.47 E,0,-0.6,Ml,Alt Urgell,Local,ICGC,79076
79161,2019-06-29,07:55:39.6,42.37 N,1.45 E,0,-0.6,Ml,Alt Urgell,Local,ICGC,79161
79154,2019-06-29,07:55:03.6,42.36 N,1.49 E,4,-0.3,Ml,Alt Urgell,Local,ICGC,79154
79075,2019-06-29,07:54:37.9,42.37 N,1.46 E,2,-0.4,Ml,Alt Urgell,Local,ICGC,79075
79071,2019-06-29,04:26:44.4,42.87 N,1.36 E,13,0.0,Ml,Ariège,Local,ICGC,79071
79070,2019-06-29,01:45:55.4,42.50 N,1.07 E,4,-1.0,Ml,Pallars Sobirà,Local,ICGC,79070
79034,2019-06-28,21:52:01.3,42.50 N,1.07 E,4,0.3,Ml,Pallars Sobirà,Local,ICGC,79034
79069,2019-06-28,13:39:10.5,42.49 N,1.09 E,11,0.0,Ml,Pallars Sobirà,Local,ICGC,79069
79068,2019-06-28,12:48:48.2,42.51 N,1.06 E,0,-0.7,Ml,Pallars Sobirà,Local,ICGC,79068
79067,2019-06-28,06:41:11.9,42.57 N,0.95 E,1,-0.8,Ml,Alta Ribagorça,Local,ICGC,79067
79066,2019-06-28,00:19:58.0,42.99 N,0.12 E,2,0.5,Ml,Hautes-Pyrénées,Local,ICGC,79066
78898,2019-06-27,22:47:58.7,42.16 N,2.36 E,10,-0.5,Ml,Osona,Local,ICGC,78898
78854,2019-06-27,05:17:29.7,41.83 N,2.82 E,18,-0.2,Ml,Selva,Local,ICGC,78854
78782,2019-06-26,20:57:27.1,40.51 N,1.08 E,0,1.1,Ml,Mar Mediterrània - Balears,Local,ICGC,78782
78772,2019-06-26,14:07:53.8,42.27 N,2.34 E,5,0.4,Ml,Ripollès,Local,ICGC,78772
78852,2019-06-26,11:01:10.7,42.42 N,1.48 E,8,-0.5,Ml,Alt Urgell,Local,ICGC,78852
78712,2019-06-26,10:34:59.2,42.38 N,1.46 E,3,0.6,Ml,Alt Urgell,Local,ICGC,78712
78851,2019-06-26,03:10:26.5,42.91 N,0.26 E,3,0.2,Ml,Hautes-Pyrénées,Local,ICGC,78851
78784,2019-06-26,00:22:54.8,41.84 N,2.65 E,9,0.4,Ml,Selva,Local,ICGC,78784
78824,2019-06-25,18:58:12.5,42.32 N,1.46 E,3,0.0,Ml,Alt Urgell,Local,ICGC,78824
78822,2019-06-25,18:40:16.3,42.33 N,1.50 E,5,-0.9,Ml,Alt Urgell,Local,ICGC,78822
78821,2019-06-25,17:30:00.2,42.37 N,1.46 E,0,-0.6,Ml,Alt Urgell,Local,ICGC,78821
78819,2019-06-25,17:28:40.6,42.37 N,1.46 E,5,-0.8,Ml,Alt Urgell,Local,ICGC,78819
78812,2019-06-25,16:56:11.9,42.35 N,1.48 E,4,-0.5,Ml,Alt Urgell,Local,ICGC,78812
78785,2019-06-25,16:49:09.7,42.38 N,1.46 E,1,0.5,Ml,Alt Urgell,Local,ICGC,78785
78783,2019-06-25,11:13:10.7,42.82 N,0.68 E,16,0.1,Ml,Val d'Aran,Local,ICGC,78783
78780,2019-06-25,09:16:19.3,42.99 N,0.15 E,4,0.8,Ml,Hautes-Pyrénées,Local,ICGC,78780
78767,2019-06-25,01:40:49.8,41.84 N,2.77 E,4,0.1,Ml,Selva,Local,ICGC,78767
78766,2019-06-25,00:27:19.0,42.24 N,1.06 E,9,-0.7,Ml,Pallars Jussà,Local,ICGC,78766
78769,2019-06-24,21:13:34.2,40.68 N,1.41 E,13,0.8,Ml,Mar Mediterrània - Balears,Local,ICGC,78769
78741,2019-06-24,10:11:22.7,42.97 N,0.15 E,4,0.8,Ml,Hautes-Pyrénées,Local,ICGC,78741
78740,2019-06-24,09:55:10.9,41.79 N,2.12 E,7,0.2,Ml,Moianès,Local,ICGC,78740
78675,2019-06-24,00:20:10.2,42.28 N,1.55 E,3,1.1,Ml,Alt Urgell,Local,ICGC,78675
78738,2019-06-23,23:30:54.7,42.33 N,1.38 E,1,-0.9,Ml,Alt Urgell,Local,ICGC,78738
78736,2019-06-23,22:02:38.4,42.98 N,0.16 E,0,0.0,Ml,Hautes-Pyrénées,Local,ICGC,78736
78699,2019-06-23,17:20:02.1,41.84 N,2.65 E,7,-0.2,Ml,Selva,Local,ICGC,78699
78698,2019-06-23,15:54:34.9,42.28 N,1.55 E,2,0.2,Ml,Alt Urgell,Local,ICGC,78698
78697,2019-06-23,10:23:40.0,42.98 N,0.21 E,5,0.3,Ml,Hautes-Pyrénées,Local,ICGC,78697
78696,2019-06-23,00:44:30.2,42.60 N,0.91 E,10,-0.7,Ml,Alta Ribagorça,Local,ICGC,78696
78694,2019-06-22,20:00:45.3,42.30 N,1.95 E,2,0.2,Ml,Berguedà,Local,ICGC,78694
78693,2019-06-22,11:48:53.2,42.80 N,2.01 E,15,0.2,Ml,Aude,Local,ICGC,78693
78673,2019-06-21,22:36:27.7,42.31 N,1.95 E,3,0.5,Ml,Berguedà,Local,ICGC,78673
78690,2019-06-21,19:10:31.8,42.67 N,2.02 E,2,0.4,Ml,Ariège,Local,ICGC,78690
78667,2019-06-21,13:35:47.2,42.67 N,2.03 E,2,1.2,Ml,Ariège,Local,ICGC,78667
78687,2019-06-21,06:47:53.1,42.69 N,0.15 E,3,1.2,Ml,Huesca,Local,ICGC,78687
78686,2019-06-21,03:22:58.8,42.49 N,1.11 E,5,-0.9,Ml,Pallars Sobirà,Local,ICGC,78686
78685,2019-06-21,02:54:07.4,42.72 N,2.35 E,3,0.0,Ml,Pyrénées-Orientales,Local,ICGC,78685
78683,2019-06-21,01:45:56.4,42.30 N,1.94 E,1,-0.6,Ml,Berguedà,Local,ICGC,78683
78663,2019-06-20,03:39:59.0,42.20 N,1.33 E,0,-0.4,Ml,Alt Urgell,Local,ICGC,78663
78662,2019-06-20,01:45:03.0,41.95 N,3.04 E,4,0.0,Ml,Baix Empordà,Local,ICGC,78662
78660,2019-06-20,00:34:46.5,42.34 N,1.30 E,5,-0.8,Ml,Alt Urgell,Local,ICGC,78660
78644,2019-06-19,21:05:22.0,42.58 N,1.30 E,7,-0.2,Ml,Pallars Sobirà,Local,ICGC,78644
78607,2019-06-19,07:55:32.5,42.35 N,1.31 E,2,-0.6,Ml,Alt Urgell,Local,ICGC,78607
78608,2019-06-19,07:09:22.9,42.34 N,1.30 E,5,-0.5,Ml,Alt Urgell,Local,ICGC,78608
78603,2019-06-19,02:58:51.0,40.42 N,0.03 E,7,0.5,Ml,Castelló,Local,ICGC,78603
78588,2019-06-17,19:11:28.5,42.91 N,0.33 E,11,0.2,Ml,Hautes-Pyrénées,Local,ICGC,78588
78560,2019-06-17,04:25:26.9,41.65 N,2.70 E,3,0.2,Ml,Maresme,Local,ICGC,78560
78516,2019-06-17,00:01:25.0,42.73 N,2.00 E,12,1.0,Ml,Ariège,Local,ICGC,78516
78559,2019-06-16,20:37:32.7,42.30 N,2.35 E,0,0.6,Ml,Ripollès,Local,ICGC,78559
78511,2019-06-16,19:01:58.4,42.41 N,2.31 E,0,0.5,Ml,Ripollès,Local,ICGC,78511
78558,2019-06-16,17:02:57.7,42.27 N,1.56 E,0,0.0,Ml,Alt Urgell,Local,ICGC,78558
78556,2019-06-16,16:47:15.3,42.28 N,1.55 E,1,0.3,Ml,Alt Urgell,Local,ICGC,78556
78554,2019-06-16,16:17:34.6,42.29 N,1.55 E,2,0.4,Ml,Alt Urgell,Local,ICGC,78554
78508,2019-06-16,07:57:44.8,42.35 N,1.34 E,1,0.9,Ml,Alt Urgell,Local,ICGC,78508
78550,2019-06-16,06:53:33.3,42.27 N,1.58 E,1,-0.4,Ml,Alt Urgell,Local,ICGC,78550
78549,2019-06-16,06:25:29.2,42.27 N,1.55 E,1,-0.4,Ml,Alt Urgell,Local,ICGC,78549
78546,2019-06-16,05:17:20.4,42.27 N,1.56 E,1,0.1,Ml,Alt Urgell,Local,ICGC,78546
78545,2019-06-16,05:16:30.8,42.29 N,1.54 E,1,0.2,Ml,Alt Urgell,Local,ICGC,78545
78544,2019-06-16,04:35:28.6,42.27 N,1.56 E,2,-0.3,Ml,Alt Urgell,Local,ICGC,78544
78505,2019-06-16,04:24:55.0,42.28 N,1.55 E,3,0.6,Ml,Alt Urgell,Local,ICGC,78505
78543,2019-06-16,04:05:17.8,42.27 N,1.57 E,2,-0.4,Ml,Alt Urgell,Local,ICGC,78543
78542,2019-06-16,04:02:31.0,42.28 N,1.56 E,0,0.3,Ml,Alt Urgell,Local,ICGC,78542
78503,2019-06-16,03:45:56.4,42.28 N,1.55 E,3,1.6,Ml,Alt Urgell,Local,ICGC,78503
78501,2019-06-16,03:44:42.5,42.28 N,1.55 E,4,1.7,Ml,Alt Urgell,Local,ICGC,78501
78541,2019-06-16,00:48:07.4,42.27 N,1.55 E,2,-0.2,Ml,Alt Urgell,Local,ICGC,78541
78540,2019-06-15,23:34:03.4,42.26 N,2.35 E,5,-0.3,Ml,Ripollès,Local,ICGC,78540
78539,2019-06-15,21:41:41.8,42.54 N,0.99 E,2,-0.1,Ml,Pallars Jussà,Local,ICGC,78539
78537,2019-06-15,12:54:48.4,42.28 N,1.34 E,6,-0.3,Ml,Alt Urgell,Local,ICGC,78537
78497,2019-06-15,09:13:04.0,42.42 N,2.31 E,5,0.9,Ml,Ripollès,Local,ICGC,78497
78529,2019-06-15,00:18:59.7,42.47 N,1.53 E,8,0.2,Ml,Andorra,Local,ICGC,78529
78247,2019-06-14,07:30:43.6,42.97 N,0.22 E,5,1.7,Ml,Hautes-Pyrénées,Local,ICGC,78247
78518,2019-06-14,02:34:41.9,42.29 N,1.55 E,1,-0.5,Ml,Alt Urgell,Local,ICGC,78518
78245,2019-06-13,22:36:25.0,42.28 N,1.56 E,0,0.7,Ml,Alt Urgell,Local,ICGC,78245
78249,2019-06-13,22:34:25.6,42.28 N,1.55 E,0,0.5,Ml,Alt Urgell,Local,ICGC,78249
78244,2019-06-13,22:16:33.6,42.28 N,1.55 E,2,1.0,Ml,Alt Urgell,Local,ICGC,78244
78241,2019-06-13,21:15:07.4,42.28 N,1.55 E,1,0.5,Ml,Alt Urgell,Local,ICGC,78241
78217,2019-06-12,23:28:45.0,42.46 N,1.13 E,8,-0.6,Ml,Pallars Sobirà,Local,ICGC,78217
78211,2019-06-12,23:06:00.9,41.71 N,2.59 E,5,1.3,Ml,Vallès Oriental,Local,ICGC,78211
78083,2019-06-11,15:19:01.7,42.53 N,1.00 E,2,1.6,Ml,Pallars Jussà,Local,ICGC,78083
78154,2019-06-10,19:35:19.7,42.45 N,2.20 E,8,-0.1,Ml,Pyrénées-Orientales,Local,ICGC,78154
78133,2019-06-10,15:29:37.9,42.46 N,2.21 E,5,0.4,Ml,Pyrénées-Orientales,Local,ICGC,78133
78131,2019-06-10,13:45:10.8,42.31 N,1.26 E,0,0.2,Ml,Alt Urgell,Local,ICGC,78131
78105,2019-06-10,04:34:15.4,41.23 N,2.11 E,2,0.8,Ml,Costa Baix Llobregat,Local,ICGC,78105
78046,2019-06-09,12:12:22.4,41.85 N,2.77 E,5,1.1,Ml,Selva,Local,ICGC,78046
78081,2019-06-09,10:13:48.1,42.33 N,1.33 E,0,-0.7,Ml,Alt Urgell,Local,ICGC,78081
78080,2019-06-09,08:26:48.7,42.25 N,1.57 E,0,0.0,Ml,Alt Urgell,Local,ICGC,78080
78079,2019-06-09,08:09:57.6,42.28 N,1.56 E,2,0.6,Ml,Alt Urgell,Local,ICGC,78079
78042,2019-06-09,07:52:45.5,42.29 N,1.55 E,3,1.2,Ml,Alt Urgell,Local,ICGC,78042
78078,2019-06-09,06:47:17.4,42.27 N,1.56 E,2,-0.0,Ml,Alt Urgell,Local,ICGC,78078
78077,2019-06-09,06:45:19.9,42.28 N,1.58 E,2,-0.1,Ml,Alt Urgell,Local,ICGC,78077
78076,2019-06-09,05:53:18.7,42.27 N,1.57 E,3,-0.3,Ml,Alt Urgell,Local,ICGC,78076
78075,2019-06-09,05:26:41.8,42.27 N,1.56 E,1,-0.3,Ml,Alt Urgell,Local,ICGC,78075
78074,2019-06-09,03:00:56.3,42.28 N,1.55 E,3,-0.5,Ml,Alt Urgell,Local,ICGC,78074
78073,2019-06-09,02:32:03.8,42.28 N,1.56 E,1,-0.4,Ml,Alt Urgell,Local,ICGC,78073
78038,2019-06-08,17:12:10.1,42.89 N,0.17 E,2,1.1,Ml,Hautes-Pyrénées,Local,ICGC,78038
78066,2019-06-08,01:57:02.9,42.42 N,2.30 E,1,-0.3,Ml,Ripollès,Local,ICGC,78066
78032,2019-06-07,19:51:18.7,42.61 N,0.55 E,5,1.2,Ml,Huesca,Local,ICGC,78032
78063,2019-06-07,19:49:25.8,41.85 N,2.75 E,1,0.3,Ml,Selva,Local,ICGC,78063
