34103,CLLI
34191,CBRU
34388,CFON
34417,CLLI
34572,CLLI
34598,CSOR
34661,CLLI
33180,CFON
33187,CSOR
33195,CSOR
33997,CLLI
33998,CLLI
34218,CFON
34267,CLLI
34386,CBRU
34386,CFON
35069,CLLI
36075,CSOR
44377,CBRU
33323,CLLI
33329,CFON
47247,CPAL
51766,CPAL
54216,CBEU
54221,CBEU
54311,CPAL
54501,CPAL
54521,CBEU
54531,CPAL
54581,CBEU
54601,CPAL
54621,CBEU
54632,CBEU
54641,CBEU
54686,CPAL
54691,CPAL
54691,CBEU
54741,CBEU
54751,CPAL
54811,CPAL
54854,CBEU
54861,CBEU
55064,CBEU
55167,CBEU
55814,CBEU
55867,CBEU
55927,CBEU
56082,CPAL
56226,CBEU
56866,CBEU
56911,CBEU
56933,CPAL
57037,CPAL
57073,CPAL
57176,CBEU
57236,CPAL
58806,CPAL
58847,CBEU
58998,CBEU
59045,CBEU
59080,CBEU
46097,ARBS
46106,CPAL
46339,CPAL
46838,CORI
46843,CPAL
47222,CPAL
61433,CBEU
61485,CBEU
61536,CBEU
61587,CBEU
61720,CPAL
61794,CPAL
61896,CBEU
61961,CCAS
61969,CCAS
61977,CCAS
61997,CCAS
62051,CARA
62051,CEST
62051,CSOR
62051,CORG
62051,ARBS
62051,CLLI
62051,CORI
62058,CCAS
62065,CCAS
62075,CCAS
62082,CCAS
62087,CCAS
62088,CCAS
62089,CCAS
62092,CCAS
62093,CPAL
62140,CCAS
62157,CCAS
62202,CCAS
62203,CCAS
62217,CCAS
62225,CCAS
62227,CCAS
62255,CCAS
62281,CCAS
62283,CCAS
62302,CCAS
62376,CCAS
62381,CCAS
62387,CCAS
62389,CCAS
62393,CCAS
62405,CCAS
62409,CCAS
62422,CCAS
62435,CCAS
62448,CCAS
62450,CCAS
62618,CCAS
62619,CCAS
62620,CCAS
62621,CCAS
62622,CCAS
66407,CLLI
66407,CBEU
67010,CBRU
67010,CFON
67210,CBRU
67596,CAVN
67632,CAVN
67906,CBRU
68717,CFON
68717,CBRU
68774,CBRU
68785,CBRU
68857,CBRU
68863,CBRU
68883,CBRU
68896,CBRU
69143,CBRU
69374,CBRU
71468,CGAR
71479,CFON
72387,CBRU
78038,CLLI
78046,CLLI
78054,CLLI
78083,CLLI
78154,CLLI
78211,CLLI
78247,CLLI
78503,CLLI
78505,CLLI
78508,CLLI
78516,CLLI
78518,CLLI
78540,CLLI
78541,CLLI
78543,CLLI
78559,CLLI
78644,CLLI
78662,CLLI
78673,CLLI
78683,CLLI
78685,CLLI
78693,CLLI
78712,CLLI
78767,CLLI
78772,CLLI
78784,CLLI
78824,CLLI
78898,CLLI
79034,CLLI
79066,CLLI
79071,CLLI
79073,CLLI
79086,CLLI
79088,CLLI
79089,CLLI
79128,CLLI
79134,CLLI
79140,CLLI
79150,CLLI
79158,CLLI
79159,CLLI
79179,CLLI
79182,CLLI
79191,CLLI
79192,CLLI
79202,CLLI
79232,CLLI
79236,CLLI
79279,CLLI
79291,CLLI
79299,CLLI
79300,CLLI
79301,CLLI
79303,CLLI
79304,CLLI
79307,CLLI
79313,CLLI
79314,CLLI
79330,CLLI
79333,CLLI
79371,CLLI
79372,CLLI
79383,CLLI
79386,CLLI
79395,CLLI
79399,CLLI
79413,CLLI
79471,CLLI
79486,CLLI
79503,CLLI
79509,CLLI
79524,CLLI
79549,CLLI
79562,CLLI
79569,CLLI
79577,CLLI
79578,CLLI
79580,CLLI
79587,CLLI
79599,CLLI
79659,CLLI
79680,CLLI
79691,CLLI
79699,CLLI
79700,CLLI
79703,CLLI
79706,CLLI
79707,CLLI
79718,CLLI
79719,CLLI
79720,CLLI
79737,CLLI
79738,CLLI
79745,CLLI
79764,CLLI
79775,CLLI
79779,CLLI
79783,CLLI
79784,CLLI
79787,CLLI
79800,CLLI
79805,CLLI
79829,CLLI
79832,CLLI
79859,CLLI
79868,CLLI
79871,CLLI
79874,CLLI
79875,CLLI
79880,CLLI
79881,CLLI
79885,CLLI
79889,CLLI
79895,CLLI
79926,CLLI
79934,CLLI
79939,CLLI
79951,CLLI
79952,CLLI
79962,CLLI
79963,CLLI
79992,CLLI
79999,CLLI
80006,CLLI
80015,CLLI
80028,CLLI
80029,CLLI
80035,CLLI
80036,CLLI
80047,CLLI
80077,CLLI
80078,CLLI
80085,CLLI
80086,CLLI
80090,CLLI
80091,CLLI
80094,CLLI
80108,CLLI
80110,CLLI
80112,CLLI
80113,CLLI
80119,CLLI
80126,CLLI
80128,CLLI
80130,CLLI
80132,CLLI
80146,CLLI
80147,CLLI
80150,CLLI
80160,CLLI
80185,CLLI
80189,CLLI
80200,CLLI
80202,CLLI
80209,CLLI
80210,CLLI
80225,CLLI
80227,CLLI
80228,CLLI
80235,CLLI
80241,CLLI
80242,CLLI
80248,CLLI
80255,CLLI
80256,CLLI
80259,CLLI
80269,CLLI
80286,CLLI
80289,CLLI
80295,CLLI
80313,CLLI
80321,CLLI
80343,CLLI
80354,CLLI
80356,CLLI
80361,CLLI
80362,CLLI
80363,CLLI
80366,CLLI
80368,CLLI
80369,CLLI
80371,CLLI
80372,CLLI
80379,CLLI
80380,CLLI
80381,CLLI
80384,CLLI
80386,CLLI
80389,CLLI
80391,CLLI
80392,CLLI
