83326,CAVN,N,0
83327,CSOR,E,0
83381,CBRU,E,0
83417,CBRU,E,0
83449,CBRU,E,0
83465,CGIR,N,0
83481,ARBS,Z,0
83481,CLLI,E,0
83481,CSOR,E,0
83491,CBRU,E,0
83494,CORI,Z,0
83504,CBRU,E,0
83577,CBRU,E,0
83596,CORG,N,0
83607,CBRU,E,0
83721,CARA,Z,0
83818,CEST,N,0
83818,CTRE,E,0
83818,CARA,Z,0
83835,CBRU,E,0
83876,CBRU,E,0
84016,CARA,2,0
84086,CBRU,E,0
84239,CSOR,E,0
84239,CARA,Z,0
84239,CORI,N,0
84239,CBEU,E,0
84239,CBEU,N,0
84239,CBEU,Z,0
84239,CORI,Z,0
84239,CORI,E,0
84249,CARA,Z,0
84266,CAVN,N,0
84267,CAVN,N,0
84335,CBRU,E,0
84424,CBRU,E,0
84625,CBRU,E,0
84631,CTRM,E,0
84679,CBRU,E,0
84889,CBRU,E,0
85077,CBRU,E,0
85156,CGIS,Z,0
85188,CBRU,E,0
85212,CBRU,E,0
85237,CBRU,E,0
85243,CBRU,E,0
85244,CBRU,E,0
85249,CBRU,E,0
85282,CBRU,E,0
85302,CBRU,E,0
85353,CBRU,E,0
85356,CBRU,E,0
85424,CSOR,E,0
85429,CBRU,E,0
85463,CARA,Z,0
85463,CPAL,N,0
85464,CBRU,E,0
85509,CBRU,E,0
85510,CBRU,E,0
85593,CBRU,E,0
85593,CARA,Z,0
85615,CBRU,E,0
85628,CBRU,E,0
85681,CBRU,E,0
85704,CEST,E,0
85711,CSOR,E,0
85747,CBRU,E,0
85777,CCAS,1,0
85787,CFON,Z,0
85787,CORG,Z,0
85787,CMAS,E,0
85787,CBRU,E,0
85787,CPAL,E,0
85787,CTRE,E,0
85787,CLLI,E,0
85787,CEST,N,0
85787,CARA,Z,0
85810,CBRU,E,0
85951,CARA,Z,0
85990,CTRE,E,0
86019,CBRU,E,0
86033,CARA,Z,0
86064,CTRE,E,0
86097,CBRU,E,0
86098,CBRU,E,0
86110,CTRE,E,0
86138,CBRU,E,0
86168,CBRU,E,0
86193,CORG,Z,0
86193,CARA,Z,0
86193,CSOR,E,0
86193,CCAS,1,0
86193,CEST,N,0
86193,CORI,Z,0
86214,CCAS,1,0
86224,CBRU,E,0
86233,CTRE,E,0
86233,CEST,N,0
86291,CBRU,E,0
86296,CBRU,E,0
86316,CBRU,E,0
86317,CBRU,E,0
86341,CBRU,E,0
86350,CLLI,E,0
86351,CLLI,E,0
86354,CLLI,E,0
86385,CLLI,E,0
86400,CLLI,N,0
86420,CBRU,E,0
86436,CLLI,E,0
86478,CBRU,E,0
86492,CORG,E,0
86532,CBRU,E,0
86537,CLLI,E,0
86538,CBRU,E,0
86543,CLLI,E,0
86551,CPAL,E,0
86576,CEST,N,0
86580,CBRU,E,0
86580,CLLI,E,0
86580,CEST,N,0
86594,CLLI,E,0
86595,CLLI,E,0
86597,CBRU,E,0
86601,CCAS,1,0
86607,CLLI,N,0
86609,CLLI,N,0
86612,CLLI,E,0
86627,CLLI,E,0
86631,CBRU,E,0
86631,CLLI,E,0
86632,CLLI,E,0
86638,CLLI,N,0
86640,CLLI,E,0
86640,CBRU,E,0
86647,CLLI,E,0
