30179,CFON,Z,0
30179,CCAS,2,0
30179,CCAS,1,0
30495,CAVN,E,0
30495,CAVN,Z,0
30495,CAVN,N,0
31624,CSOR,Z,0
31624,CSOR,E,0
31173,CFON,N,0
31173,CFON,E,0
31173,CBEU,E,0
31173,CBEU,N,0
31173,CBEU,Z,0
31173,CCAS,Z,0
31173,CCAS,2,0
31173,CCAS,1,0
31173,CFON,Z,0
33997,CLLI,N,0
36075,CSOR,E,0
33323,CLLI,N,0
33329,CFON,Z,0
54686,CPAL,N,0
55927,CBEU,N,0
57037,CPAL,N,0
58847,CBEU,N,0
58998,CBEU,E,0
46097,ARBS,Z,0
61720,CPAL,E,0
61961,CCAS,2,0
62087,CCAS,2,0
62093,CPAL,N,0
62093,CCAS,Z,0
62135,CCAS,1,0
62157,CCAS,2,0
62195,CCAS,2,0
62197,CCAS,2,0
62309,CCAS,2,0
62393,CCAS,2,0
62622,CCAS,Z,0
66407,CLLI,N,0
66407,CBEU,E,0
67010,CFON,Z,0
67010,CBRU,E,0
67210,CBRU,E,0
67906,CBRU,E,0
68717,CBRU,E,0
68717,CFON,Z,0
68774,CBRU,E,0
68785,CBRU,E,0
69969,CAVN,N,0
71468,CGAR,Z,0
71479,CFON,N,0
72297,CAVN,Z,0
72365,CBRU,N,0
72396,CBRU,E,0
72396,CBRU,Z,0
79934,CSOR,Z,0
79934,CSOR,E,0
79934,CSOR,N,0
80911,CBRU,E,0
80958,CEST,N,0
80958,CTRE,E,0
80968,CPAL,E,0
80976,CPAL,E,0
80980,CPAL,E,0
80979,CPAL,E,0
80995,CFON,E,0
81018,CBRU,E,0
81059,CPAL,E,0
81185,CBRU,E,0
81185,CORG,Z,0
81185,ARBS,Z,0
81185,CAVN,E,0
81185,CBEU,E,0
81436,CBRU,E,0
81475,CGAR,E,0
81514,CBRU,E,0
81518,CBRU,E,0
81550,CBRU,E,0
81551,CBRU,E,0
81558,CBRU,E,0
81562,CBRU,E,0
81607,CBRU,E,0
81670,CGAR,Z,0
81674,CGAR,E,0
81680,CBRU,E,0
81700,CBRU,E,0
81717,CBRU,E,0
81730,CBRU,E,0
81752,CBRU,E,0
81753,CBRU,E,0
81768,CBRU,E,0
81802,CBRU,E,0
81801,CBRU,E,0
81815,CSOR,Z,0
81815,ARBS,Z,0
81816,CBRU,E,0
81835,CBRU,E,0
81836,CORI,Z,0
81874,CBRU,E,0
81877,CBRU,E,0
81878,CBRU,E,0
81902,CBRU,Z,0
81903,CTRE,E,0
81906,CBRU,E,0
81935,CBRU,E,0
81951,CBRU,E,0
81974,CTRE,E,0
81974,CSOR,E,0
81974,CEST,N,0
81974,CAVN,N,0
81974,VIES,E,0
81974,CMAS,E,0
81977,CBRU,E,0
81995,CBRU,E,0
82010,CBRU,E,0
81997,CBRU,E,0
82011,CBRU,E,0
82012,CBRU,E,0
82086,CBRU,E,0
82088,CBRU,E,0
82089,CBRU,E,0
82106,CORI,N,0
82141,CBRU,E,0
82179,CBRU,E,0
82197,CBRU,E,0
82221,CBRU,E,0
82265,CORG,Z,0
82298,CGAR,E,0
82312,CBRU,E,0
82328,CBRU,E,0
82347,CGAR,E,0
82350,CGAR,E,0
82389,CBRU,E,0
82412,CBRU,E,0
82413,CBRU,E,0
82428,CCAS,Z,0
82503,CBRU,E,0
82511,CBRU,E,0
82553,CBRU,E,0
82566,CBRU,E,0
82600,CGAR,Z,0
82601,CGAR,E,0
82644,CARA,Z,0
82644,CBRU,E,0
82644,ARBS,Z,0
82679,CBRU,E,0
82701,CBRU,E,0
82727,CFAR,E,0
82727,CBUD,N,0
82873,CBRU,E,0
82941,CBRU,E,0
82979,CBRU,E,0
83011,CBRU,E,0
83032,CBRU,E,0
83054,CBRU,E,0
83055,CARA,Z,0
83085,CARA,Z,0
83094,CORG,Z,0
83112,CBRU,E,0
83154,CBRU,E,0
83130,CBRU,E,0
83193,CBRU,E,0
83208,CBRU,E,0
83208,CARA,Z,0
83219,CBRU,E,0
83249,CBRU,E,0
83261,CBRU,E,0
83283,CBRU,E,0
83326,CSOR,E,0
